sample_id	filename	source_identity	split	caption	caption_source	caption_word_count	event_count	duration_frames_120fps	duration_frames_20fps_est	package	category	take_name	take_actor	take_date	actor_uid	is_mirror	move_soma_uniform_path	shape_path	temporal_events_json	role	used_for	limitations
soma30k_11307	no_see_003__A235	230302|no_see_003|A235|no_see_003__A235	train	person covering their eyes with their hands	content_natural_desc_1	7	2	305	50	Communication	Gestures	no_see_003	A235	230302	A235	False	soma_uniform/bvh/230302/no_see_003__A235.bvh	soma_shapes/soma_base_fit_mhr_params.npz	"[{""start_time"":0.0,""end_time"":1.45,""description"":""A person with an upright posture covers his eyes with their hands.""},{""start_time"":1.45,""end_time"":2.45,""description"":""A person with an upright posture lowers their hands back down and stands idle.""}]"	diagnostic_dataset_selection	training_manifest_preparation	metadata_selected;motion_feature_conversion_not_validated;not_final_evaluator
soma30k_11309	big_light_one_hand_walk_ff_stop_270_R_001__A511	231114|big_light_one_hand_walk_ff_stop_270_R_001|A511|big_light_one_hand_walk_ff_stop_270_R_001__A511	train	character holds big light object with one hand and stops walking to the right	content_natural_desc_1	14	2	530	88	Interactions	Object Manipulation	big_light_one_hand_walk_ff_stop_270_R_001	A511	231114	A511	False	soma_uniform/bvh/231114/big_light_one_hand_walk_ff_stop_270_R_001__A511.bvh	soma_shapes/soma_base_fit_mhr_params.npz	"[{""start_time"":0.0,""end_time"":3.43,""description"":""A person holding an object walks in a right back diagonal direction.""},{""start_time"":3.43,""end_time"":4.43,""description"":""A person holding an object, stands in a places as they look forward.""}]"	diagnostic_dataset_selection	training_manifest_preparation	metadata_selected;motion_feature_conversion_not_validated;not_final_evaluator
soma30k_11310	walk_ff_start_180_R_normal_pace_002__A444	230905|walk_ff_start_180_R_normal_pace_002|A444|walk_ff_start_180_R_normal_pace_002__A444	train	start walking forward at a normal pace	content_natural_desc_1	7	2	672	112	Locomotion	Basic Locomotion Neutral	walk_ff_start_180_R_normal_pace_002	A444	230905	A444	False	soma_uniform/bvh/230905/walk_ff_start_180_R_normal_pace_002__A444.bvh	soma_shapes/soma_base_fit_mhr_params.npz	"[{""start_time"":0.0,""end_time"":1.409524,""description"":""A person standing in an upright stance starts to walk forward.""},{""start_time"":1.409524,""end_time"":5.6,""description"":""A person walks forward at a normal pace by taking small steps.""}]"	diagnostic_dataset_selection	training_manifest_preparation	metadata_selected;motion_feature_conversion_not_validated;not_final_evaluator
soma30k_11311	jump_ff_360_R_002__A322	230414|jump_ff_360_R_002|A322|jump_ff_360_R_002__A322	train	character performs a small jump while moving backward	content_natural_desc_1	8	2	368	61	Locomotion	Baseline	jump_ff_360_R_002	A322	230414	A322	False	soma_uniform/bvh/230414/jump_ff_360_R_002__A322.bvh	soma_shapes/soma_base_fit_mhr_params.npz	"[{""start_time"":0.0,""end_time"":2.1,""description"":""The person facing forward jumps backwards.""},{""start_time"":2.1,""end_time"":3.0,""description"":""The person is standing while facing forward.""}]"	diagnostic_dataset_selection	training_manifest_preparation	metadata_selected;motion_feature_conversion_not_validated;not_final_evaluator
soma30k_11312	walk_ff_stop_225_001__A069	221118|walk_ff_stop_225_R_001|A069|walk_ff_stop_225_001__A069	train	character pauses and then begins to walk diagonally forward with the left foot leading the way	content_natural_desc_1	16	2	436	72	Locomotion	Basic Locomotion Neutral	walk_ff_stop_225_R_001	A069	221118	A069	False	soma_uniform/bvh/221118/walk_ff_stop_225_001__A069.bvh	soma_shapes/soma_base_fit_mhr_params.npz	"[{""start_time"":0.0,""end_time"":2.05,""description"":""A person is walking towards their right diagonal with a steady pace.""},{""start_time"":2.05,""end_time"":3.15,""description"":""A person walking towards the right diagonal comes to a halt and stands.""}]"	diagnostic_dataset_selection	training_manifest_preparation	metadata_selected;motion_feature_conversion_not_validated;not_final_evaluator
soma30k_11313	ladder_climbing_up_start_R_102__A301	230323|ladder_climbing_up_start_R_102|A301|ladder_climbing_up_start_R_102__A301	train	make an upward motion as if climbing a ladder	content_natural_desc_1	9	2	560	93	Locomotion	Stunts	ladder_climbing_up_start_R_102	A301	230323	A301	False	soma_uniform/bvh/230323/ladder_climbing_up_start_R_102__A301.bvh	soma_shapes/soma_base_fit_mhr_params.npz	"[{""start_time"":0.0,""end_time"":1.133333,""description"":""A person starts to climb up a ladder placed in front of them.""},{""start_time"":1.133333,""end_time"":4.666667,""description"":""A person quickly climbs up a ladder.""}]"	diagnostic_dataset_selection	training_manifest_preparation	metadata_selected;motion_feature_conversion_not_validated;not_final_evaluator
soma30k_11314	jog_ff_start_180_R_001__A070	221118|jog_ff_start_180_R_001|A070|jog_ff_start_180_R_001__A070	train	A person starts to jog forward steadily.	content_natural_desc_4	7	2	276	46	Locomotion	Baseline	jog_ff_start_180_R_001	A070	221118	A070	False	soma_uniform/bvh/221118/jog_ff_start_180_R_001__A070.bvh	soma_shapes/soma_base_fit_mhr_params.npz	"[{""start_time"":0.0,""end_time"":0.85,""description"":""A person starts to jog forward.""},{""start_time"":0.85,""end_time"":2.2,""description"":""A person jogs forward at a steady pace.""}]"	diagnostic_dataset_selection	training_manifest_preparation	metadata_selected;motion_feature_conversion_not_validated;not_final_evaluator
soma30k_11315	walk_ff_stop_180_R_002__A268	230313|walk_ff_stop_180_R_002|A268|walk_ff_stop_180_R_002__A268	train	stop moving forward by landing on the left foot while walking	content_natural_desc_1	11	2	648	108	Locomotion	Basic Locomotion Neutral	walk_ff_stop_180_R_002	A268	230313	A268	False	soma_uniform/bvh/230313/walk_ff_stop_180_R_002__A268.bvh	soma_shapes/soma_base_fit_mhr_params.npz	"[{""start_time"":0.0,""end_time"":3.95,""description"":""A person walks forward in short steps at a normal pace with their arms swinging back and forth.""},{""start_time"":3.95,""end_time"":4.95,""description"":""A person stops walking forward in short steps at a normal pace with their right foot and finishes with the left foot.""}]"	diagnostic_dataset_selection	training_manifest_preparation	metadata_selected;motion_feature_conversion_not_validated;not_final_evaluator
soma30k_11316	injured_torso_jump_ff_270_R_003__A327	230417|injured_torso_jump_ff_270_R_003|A327|injured_torso_jump_ff_270_R_003__A327	train	person with an injured torso hops to the right	content_natural_desc_1	9	2	558	93	Locomotion	Basic Locomotion Styles	injured_torso_jump_ff_270_R_003	A327	230417	A327	False	soma_uniform/bvh/230417/injured_torso_jump_ff_270_R_003__A327.bvh	soma_shapes/soma_base_fit_mhr_params.npz	"[{""start_time"":0.0,""end_time"":2.6,""description"":""A person wincing jumps to the right, clutching their injured torso.""},{""start_time"":2.6,""end_time"":4.55,""description"":""A person stands hunched over clutching their injured torso.""}]"	diagnostic_dataset_selection	training_manifest_preparation	metadata_selected;motion_feature_conversion_not_validated;not_final_evaluator
soma30k_11317	crouch_ff_stop_315_001__A125	230119|crouch_ff_stop_315_R_001|A125|crouch_ff_stop_315_001__A125	train	someone retreats diagonally in a crouching posture, ending with the left foot	content_natural_desc_1	12	2	819	136	Locomotion	Advanced Locomotion	crouch_ff_stop_315_R_001	A125	230119	A125	False	soma_uniform/bvh/230119/crouch_ff_stop_315_001__A125.bvh	soma_shapes/soma_base_fit_mhr_params.npz	"[{""start_time"":0.0,""end_time"":5.866667,""description"":""A crouched person, facing forward, walks towards the right back diagonal and comes to a stop.""},{""start_time"":5.866667,""end_time"":6.833333,""description"":""A person crouched with hips lowered is slightly swaying their hands.""}]"	diagnostic_dataset_selection	training_manifest_preparation	metadata_selected;motion_feature_conversion_not_validated;not_final_evaluator
soma30k_11319	jog_ff_stop_180_R_005__A307	230411|jog_ff_stop_180_R_005|A307|jog_ff_stop_180_R_005__A307	train	person coming to a stop after jogging forward	content_natural_desc_1	8	2	514	85	Locomotion	Baseline	jog_ff_stop_180_R_005	A307	230411	A307	False	soma_uniform/bvh/230411/jog_ff_stop_180_R_005__A307.bvh	soma_shapes/soma_base_fit_mhr_params.npz	"[{""start_time"":0.0,""end_time"":2.8,""description"":""A person jogs forward in a straight line at a steady pace.""},{""start_time"":2.8,""end_time"":3.95,""description"":""A person stops jogging and stands in place, facing forward.""}]"	diagnostic_dataset_selection	training_manifest_preparation	metadata_selected;motion_feature_conversion_not_validated;not_final_evaluator
soma30k_11320	crouch_idle_right_to_crouch_idle_R_002__A248	230306|crouch_idle_right_to_crouch_idle_R_002|A248|crouch_idle_right_to_crouch_idle_R_002__A248	train	transition from a crouching position with the right leg forward to a crouching position	content_natural_desc_1	14	2	435	72	Locomotion	Advanced Locomotion	crouch_idle_right_to_crouch_idle_R_002	A248	230306	A248	False	soma_uniform/bvh/230306/crouch_idle_right_to_crouch_idle_R_002__A248.bvh	soma_shapes/soma_base_fit_mhr_params.npz	"[{""start_time"":0.0,""end_time"":1.6,""description"":""A person shifts their right leg backward while maintaining a steady crouching stance.""},{""start_time"":1.6,""end_time"":3.55,""description"":""A person is in a crouching position.""}]"	diagnostic_dataset_selection	training_manifest_preparation	metadata_selected;motion_feature_conversion_not_validated;not_final_evaluator
soma30k_11321	small_light_two_hands_turn_walk_270_R_001__A506	231113|small_light_two_hands_turn_walk_270_R_001|A506|small_light_two_hands_turn_walk_270_R_001__A506	train	character turns right then walks forward while holding small light object with two hands	content_natural_desc_1	14	2	756	126	Interactions	Object Manipulation	small_light_two_hands_turn_walk_270_R_001	A506	231113	A506	False	soma_uniform/bvh/231113/small_light_two_hands_turn_walk_270_R_001__A506.bvh	soma_shapes/soma_base_fit_mhr_params.npz	"[{""start_time"":0.0,""end_time"":1.666667,""description"":""A person holding a small object in their hands turns right and begins to walk.""},{""start_time"":1.666667,""end_time"":6.3,""description"":""A person is walking forward at a steady pace while holding a small object in their hands.""}]"	diagnostic_dataset_selection	training_manifest_preparation	metadata_selected;motion_feature_conversion_not_validated;not_final_evaluator
soma30k_11322	dance_vouge_butterfly_step_180_R_fast_001__A318	230413|dance_vogue_butterfly_step_180_R_fast_001|A318|dance_vouge_butterfly_step_180_R_fast_001__A318	train	execution of a quick vogue dance butterfly step forward	content_natural_desc_1	9	2	644	107	Dances	Dancing	dance_vogue_butterfly_step_180_R_fast_001	A318	230413	A318	False	soma_uniform/bvh/230413/dance_vouge_butterfly_step_180_R_fast_001__A318.bvh	soma_shapes/soma_base_fit_mhr_params.npz	"[{""start_time"":0.0,""end_time"":0.6,""description"":""A person standing with the arms swinging down at the side.""},{""start_time"":0.6,""end_time"":5.3,""description"":""A person quickly performs a groovy vogue dance butterfly step.""}]"	diagnostic_dataset_selection	training_manifest_preparation	metadata_selected;motion_feature_conversion_not_validated;not_final_evaluator
soma30k_11323	walk_ff_start_225_004__A066	221117|walk_ff_start_225_R_004|A066|walk_ff_start_225_004__A066	train	someone starts to walk forwards in a diagonal direction, stepping off with their right foot	content_natural_desc_1	15	2	713	118	Locomotion	Basic Locomotion Neutral	walk_ff_start_225_R_004	A066	221117	A066	False	soma_uniform/bvh/221117/walk_ff_start_225_004__A066.bvh	soma_shapes/soma_base_fit_mhr_params.npz	"[{""start_time"":0.0,""end_time"":0.95,""description"":""A person standing upright starts walking sideways to the right diagonal with the right leg.""},{""start_time"":0.95,""end_time"":5.85,""description"":""A person is walking sideways to the right diagonal at a steady pace.""}]"	diagnostic_dataset_selection	training_manifest_preparation	metadata_selected;motion_feature_conversion_not_validated;not_final_evaluator
soma30k_11324	sitting_legs_crossed_arms_front_stop_R_003__A410	230530|sitting_legs_crossed_arms_front_stop_R_003|A410|sitting_legs_crossed_arms_front_stop_R_003__A410	train	figure rising from a sitting position with legs crossed and hands on the right knee	content_natural_desc_1	15	2	651	108	Locomotion	Basic Locomotion Neutral	sitting_legs_crossed_arms_front_stop_R_003	A410	230530	A410	False	soma_uniform/bvh/230530/sitting_legs_crossed_arms_front_stop_R_003__A410.bvh	soma_shapes/soma_base_fit_mhr_params.npz	"[{""start_time"":0.0,""end_time"":3.6,""description"":""A person sitting with their legs crossed turns around and stands up before turning forward again.""},{""start_time"":3.6,""end_time"":5.35,""description"":""A person is standing upright.""}]"	diagnostic_dataset_selection	training_manifest_preparation	metadata_selected;motion_feature_conversion_not_validated;not_final_evaluator
soma30k_11326	item_pick_up_standing_R_003__A351	230425|item_pick_up_standing_R_003|A351|item_pick_up_standing_R_003__A351	train	picking up an object from standing with the right hand	content_natural_desc_1	10	2	533	88	Interactions	Object Manipulation	item_pick_up_standing_R_003	A351	230425	A351	False	soma_uniform/bvh/230425/item_pick_up_standing_R_003__A351.bvh	soma_shapes/soma_base_fit_mhr_params.npz	"[{""start_time"":0.0,""end_time"":3.1,""description"":""The person is bending down to pick up an object with their right hand.""},{""start_time"":3.1,""end_time"":4.35,""description"":""The person is swaying their arms while standing.""}]"	diagnostic_dataset_selection	training_manifest_preparation	metadata_selected;motion_feature_conversion_not_validated;not_final_evaluator
soma30k_11327	freezing_cold_001__A237	230302|freezing_cold_001|A237|freezing_cold_001__A237	train	character is shivering as if extremely cold	content_natural_desc_1	7	2	563	93	Communication	Gestures	freezing_cold_001	A237	230302	A237	False	soma_uniform/bvh/230302/freezing_cold_001__A237.bvh	soma_shapes/soma_base_fit_mhr_params.npz	"[{""start_time"":0.0,""end_time"":2.8,""description"":""The person crosses their arms in front of their chest, as if freezing from the cold.""},{""start_time"":2.8,""end_time"":4.6,""description"":""The person stands in an upright posture with gently swaying arms.""}]"	diagnostic_dataset_selection	training_manifest_preparation	metadata_selected;motion_feature_conversion_not_validated;not_final_evaluator
soma30k_11328	injured_R_leg_jog_ff_stop_270_004__A171	230202|injured_R_leg_jog_ff_stop_270_R_004|A171|injured_R_leg_jog_ff_stop_270_004__A171	train	person with an injured right leg jogs sideways to the right then stops	content_natural_desc_1	13	2	799	133	Locomotion	Basic Locomotion Styles	injured_R_leg_jog_ff_stop_270_R_004	A171	230202	A171	False	soma_uniform/bvh/230202/injured_R_leg_jog_ff_stop_270_004__A171.bvh	soma_shapes/soma_base_fit_mhr_params.npz	"[{""start_time"":0.0,""end_time"":4.2,""description"":""A person is walking towards their right while hopping on their injured right leg.""},{""start_time"":4.2,""end_time"":6.6,""description"":""A person walking towards their right comes to a stop and struggles to stand.""}]"	diagnostic_dataset_selection	training_manifest_preparation	metadata_selected;motion_feature_conversion_not_validated;not_final_evaluator
soma30k_11329	walk_ff_stop_315_R_001__A422	230710|walk_ff_stop_315_R_001|A422|walk_ff_stop_315_R_001__A422	train	character stopping as they walk diagonally backwards to the right	content_natural_desc_1	10	2	553	92	Locomotion	Basic Locomotion Neutral	walk_ff_stop_315_R_001	A422	230710	A422	False	soma_uniform/bvh/230710/walk_ff_stop_315_R_001__A422.bvh	soma_shapes/soma_base_fit_mhr_params.npz	"[{""start_time"":0.0,""end_time"":3.7,""description"":""A person walks backward diagonally to the right at a steady pace in a crisscross pattern.""},{""start_time"":3.7,""end_time"":4.55,""description"":""A person comes to a stop from walking and stands.""}]"	diagnostic_dataset_selection	training_manifest_preparation	metadata_selected;motion_feature_conversion_not_validated;not_final_evaluator
soma30k_11330	exercise_1_003__A060	221115|jumping_jack_003|A060|exercise_1_003__A060	train	person does three jumping jacks	content_natural_desc_1	5	2	746	124	Sport	Sports	jumping_jack_003	A060	221115	A060	False	soma_uniform/bvh/221115/exercise_1_003__A060.bvh	soma_shapes/soma_base_fit_mhr_params.npz	"[{""start_time"":0.0,""end_time"":3.75,""description"":""A person energetically performs three jumping jacks, extending their arms upward and outward with each jump before returning to the starting position.""},{""start_time"":3.75,""end_time"":6.15,""description"":""A person stands upright facing forward.""}]"	diagnostic_dataset_selection	training_manifest_preparation	metadata_selected;motion_feature_conversion_not_validated;not_final_evaluator
soma30k_11331	injured_torso_turn_jump_360_R_002__A337	230419|injured_torso_turn_jump_360_R_002|A337|injured_torso_turn_jump_360_R_002__A337	train	person with an injured torso turns 180 degrees over the right shoulder with a small jump starting and ending on different feet	content_natural_desc_1	22	2	570	95	Locomotion	Basic Locomotion Styles	injured_torso_turn_jump_360_R_002	A337	230419	A337	False	soma_uniform/bvh/230419/injured_torso_turn_jump_360_R_002__A337.bvh	soma_shapes/soma_base_fit_mhr_params.npz	"[{""start_time"":0.0,""end_time"":2.15,""description"":""A person jumps back over their right shoulder while keeping the injured torso protected with the right hand pressed against it.""},{""start_time"":2.15,""end_time"":4.65,""description"":""A hunched person stands with the right hand pressed against the injured torso and swaying gently to the sides.""}]"	diagnostic_dataset_selection	training_manifest_preparation	metadata_selected;motion_feature_conversion_not_validated;not_final_evaluator
soma30k_11333	lift_crate_walk_ff_start_180_R_003__A162	230131|lift_crate_walk_ff_start_180_R_003|A162|lift_crate_walk_ff_start_180_R_003__A162	train	trudge forward with a heavy crate in your arms	content_natural_desc_1	9	2	1195	199	Gaming	Object Interaction	lift_crate_walk_ff_start_180_R_003	A162	230131	A162	False	soma_uniform/bvh/230131/lift_crate_walk_ff_start_180_R_003__A162.bvh	soma_shapes/soma_base_fit_mhr_params.npz	"[{""start_time"":0.2,""end_time"":2.2,""description"":""A person starts walking several steps forward at a slow pace with short strides while strenuously lifting a crate with both hands.""},{""start_time"":2.2,""end_time"":9.9,""description"":""A person walks several steps forward at a slow pace with short strides while strenuously lifting a crate with both hands, their body turning in left and right diagonals.""}]"	diagnostic_dataset_selection	training_manifest_preparation	metadata_selected;motion_feature_conversion_not_validated;not_final_evaluator
soma30k_11334	itching_head_R_003__A099	230103|itching_head_R_003|A099|itching_head_R_003__A099	train	person uses their right hand to scratch their head	content_natural_desc_1	9	2	466	77	Communication	Gestures	itching_head_R_003	A099	230103	A099	False	soma_uniform/bvh/230103/itching_head_R_003__A099.bvh	soma_shapes/soma_base_fit_mhr_params.npz	"[{""start_time"":0.0,""end_time"":0.9,""description"":""A person steadily raises the right arm and places it on their head.""},{""start_time"":0.9,""end_time"":3.8,""description"":""A person scratches their head with the right hand, and then the right arm is lowered.""}]"	diagnostic_dataset_selection	training_manifest_preparation	metadata_selected;motion_feature_conversion_not_validated;not_final_evaluator
soma30k_11336	medium_big_light_one_hand_front_medium_to_front_low_R_001__A525	231120|medium_big_light_one_hand_front_medium_to_front_low_R_001|A525|medium_big_light_one_hand_front_medium_to_front_low_R_001__A525	train	character sorts out medium big light object with one hand from medium up front and puts it away up front low height	content_natural_desc_1	22	2	605	100	Interactions	Object Manipulation	medium_big_light_one_hand_front_medium_to_front_low_R_001	A525	231120	A525	False	soma_uniform/bvh/231120/medium_big_light_one_hand_front_medium_to_front_low_R_001__A525.bvh	soma_shapes/soma_base_fit_mhr_params.npz	"[{""start_time"":0.0,""end_time"":3.0,""description"":""A person gradually raises their right arm, extends it forward to pick up a light object, then bends over to place it on the ground.""},{""start_time"":3.0,""end_time"":5.066667,""description"":""A person gradually straightens their torso while raising their right arm.""}]"	diagnostic_dataset_selection	training_manifest_preparation	metadata_selected;motion_feature_conversion_not_validated;not_final_evaluator
soma30k_11337	turn_walk_270_003__A068	221117|turn_walk_270_R_003|A068|turn_walk_270_003__A068	train	someone walks forward after making a 90-degree turn to their right	content_natural_desc_1	12	2	370	61	Locomotion	Basic Locomotion Neutral	turn_walk_270_R_003	A068	221117	A068	False	soma_uniform/bvh/221117/turn_walk_270_003__A068.bvh	soma_shapes/soma_base_fit_mhr_params.npz	"[{""start_time"":0.0,""end_time"":1.25,""description"":""The person diagonally turns to their right and is about to start walking.""},{""start_time"":1.25,""end_time"":3.0,""description"":""The person is walking forward.""}]"	diagnostic_dataset_selection	training_manifest_preparation	metadata_selected;motion_feature_conversion_not_validated;not_final_evaluator
soma30k_11338	eureka_R_001__A409	230529|eureka_R_001|A409|eureka_R_001__A409	train	person suddenly raises a finger in the air as if having an idea	content_natural_desc_1	13	2	396	66	Communication	Gestures	eureka_R_001	A409	230529	A409	False	soma_uniform/bvh/230529/eureka_R_001__A409.bvh	soma_shapes/soma_base_fit_mhr_params.npz	"[{""start_time"":0.0,""end_time"":1.95,""description"":""A character raises their right arm, bending from their elbow, hand in front of the face.""},{""start_time"":1.95,""end_time"":3.2,""description"":""A character lowers their right arm and their head while standing upright.""}]"	diagnostic_dataset_selection	training_manifest_preparation	metadata_selected;motion_feature_conversion_not_validated;not_final_evaluator
soma30k_11339	come_up_50cm_box_R_003__A341	230420|come_up_50cm_box_R_003|A341|come_up_50cm_box_R_003__A341	train	step up on a box using hands for support, starting with right foot and ending with left	content_natural_desc_1	17	2	362	60	Locomotion	Baseline	come_up_50cm_box_R_003	A341	230420	A341	False	soma_uniform/bvh/230420/come_up_50cm_box_R_003__A341.bvh	soma_shapes/soma_base_fit_mhr_params.npz	"[{""start_time"":0.05,""end_time"":2.2,""description"":""A person climbs up and gets onto a 50 cm tall box.""},{""start_time"":2.2,""end_time"":2.95,""description"":""A person is standing upright on a 50 cm tall box.""}]"	diagnostic_dataset_selection	training_manifest_preparation	metadata_selected;motion_feature_conversion_not_validated;not_final_evaluator
soma30k_11341	injured_torso_jump_ff_360_R_002__A330	230417|injured_torso_jump_ff_360_R_002|A330|injured_torso_jump_ff_360_R_002__A330	train	person with an injured torso jumps backward over their right shoulder	content_natural_desc_1	11	2	578	96	Locomotion	Basic Locomotion Styles	injured_torso_jump_ff_360_R_002	A330	230417	A330	False	soma_uniform/bvh/230417/injured_torso_jump_ff_360_R_002__A330.bvh	soma_shapes/soma_base_fit_mhr_params.npz	"[{""start_time"":0.0,""end_time"":2.65,""description"":""A person with an injured torso jumps backward while facing forward.""},{""start_time"":2.65,""end_time"":4.75,""description"":""The person stands with an injured torso, with the right hand holding the torso.""}]"	diagnostic_dataset_selection	training_manifest_preparation	metadata_selected;motion_feature_conversion_not_validated;not_final_evaluator
soma30k_11342	jog_ff_start_180_R_001__A166	230201|jog_ff_start_180_R_001|A166|jog_ff_start_180_R_001__A166	train	A person starts to jog forward steadily.	content_natural_desc_4	7	2	391	65	Locomotion	Baseline	jog_ff_start_180_R_001	A166	230201	A166	False	soma_uniform/bvh/230201/jog_ff_start_180_R_001__A166.bvh	soma_shapes/soma_base_fit_mhr_params.npz	"[{""start_time"":0.0,""end_time"":1.85,""description"":""A person starts to jog forward.""},{""start_time"":1.85,""end_time"":3.2,""description"":""A person jogs forward at a steady pace.""}]"	diagnostic_dataset_selection	training_manifest_preparation	metadata_selected;motion_feature_conversion_not_validated;not_final_evaluator
soma30k_11343	walk_sideway_045_start_003__A029	220720|walk_ff_start_045_L_003|A029|walk_sideway_045_start_003__A029	train	starting to walk diagonally left backward	content_natural_desc_2	6	2	537	89	Locomotion	Basic Locomotion Neutral	walk_ff_start_045_L_003	A029	220720	A029	False	soma_uniform/bvh/220720/walk_sideway_045_start_003__A029.bvh	soma_shapes/soma_base_fit_mhr_params.npz	"[{""start_time"":0.0,""end_time"":1.1,""description"":""A person starts to walk in a left-back diagonal direction with the right foot first while looking forward.""},{""start_time"":1.1,""end_time"":4.4,""description"":""A person takes steps in the left-back diagonal direction while looking forward.""}]"	diagnostic_dataset_selection	training_manifest_preparation	metadata_selected;motion_feature_conversion_not_validated;not_final_evaluator
soma30k_11344	big_light_two_hands_pick_up_behind_medium_R_001__A511	231114|big_light_two_hands_pick_up_behind_medium_R_001|A511|big_light_two_hands_pick_up_behind_medium_R_001__A511	train	character picks up big light object with two hands from medium height up behind	content_natural_desc_1	14	2	412	68	Interactions	Object Manipulation	big_light_two_hands_pick_up_behind_medium_R_001	A511	231114	A511	False	soma_uniform/bvh/231114/big_light_two_hands_pick_up_behind_medium_R_001__A511.bvh	soma_shapes/soma_base_fit_mhr_params.npz	"[{""start_time"":0.0,""end_time"":1.4,""description"":""A person turns around.""},{""start_time"":1.4,""end_time"":3.43,""description"":""A person is picking an object from a medium height and tilts around to their left.""}]"	diagnostic_dataset_selection	training_manifest_preparation	metadata_selected;motion_feature_conversion_not_validated;not_final_evaluator
soma30k_11345	rubbing_hands_002__A187	230213|rubbing_hands_002|A187|rubbing_hands_002__A187	train	bend slightly forward to rub hands together thrice	content_natural_desc_1	8	2	281	46	Communication	Gestures	rubbing_hands_002	A187	230213	A187	False	soma_uniform/bvh/230213/rubbing_hands_002__A187.bvh	soma_shapes/soma_base_fit_mhr_params.npz	"[{""start_time"":0.0,""end_time"":1.4,""description"":""A person slightly bends forward, steadily raises their arms upwards, and rubs their hands.""},{""start_time"":1.4,""end_time"":2.25,""description"":""A person steadily lowers the arms beside the torso, straightens up, and faces forward.""}]"	diagnostic_dataset_selection	training_manifest_preparation	metadata_selected;motion_feature_conversion_not_validated;not_final_evaluator
soma30k_11347	legs_relax_002__A037	220727|legs_shake_relax_002|A037|legs_relax_002__A037	train	individual is shaking their legs to relax	content_natural_desc_1	7	2	1072	178	Communication	Gestures	legs_shake_relax_002	A037	220727	A037	False	soma_uniform/bvh/220727/legs_relax_002__A037.bvh	soma_shapes/soma_base_fit_mhr_params.npz	"[{""start_time"":0.0,""end_time"":6.15,""description"":""A person relaxes their legs by shaking them outward before standing upward.""},{""start_time"":6.15,""end_time"":8.85,""description"":""A person is standing in an upright posture.""}]"	diagnostic_dataset_selection	training_manifest_preparation	metadata_selected;motion_feature_conversion_not_validated;not_final_evaluator
soma30k_11348	angry_look_360_R_002__A454	230907|look_360_R_001|A454|angry_look_360_R_002__A454	train	stand neutrally and glance over the right shoulder	content_natural_desc_1	8	2	360	60	Gaming	Object Interaction	look_360_R_001	A454	230907	A454	False	soma_uniform/bvh/230907/angry_look_360_R_002__A454.bvh	soma_shapes/soma_base_fit_mhr_params.npz	"[{""start_time"":0.0,""end_time"":1.9,""description"":""The person facing forward turns right and looks back over the right shoulder.""},{""start_time"":1.9,""end_time"":2.9,""description"":""The person staring backward turns and faces forward.""}]"	diagnostic_dataset_selection	training_manifest_preparation	metadata_selected;motion_feature_conversion_not_validated;not_final_evaluator
soma30k_11350	boss_dust_brushing_R_003__A064	221116|boss_dust_brushing_R_003|A064|boss_dust_brushing_R_003__A064	train	a confident person brushes dust off from the left shoulder with the back of their right hand	content_natural_desc_1	17	2	328	54	Communication	Gestures	boss_dust_brushing_R_003	A064	221116	A064	False	soma_uniform/bvh/221116/boss_dust_brushing_R_003__A064.bvh	soma_shapes/soma_base_fit_mhr_params.npz	"[{""start_time"":0.0,""end_time"":1.25,""description"":""A person standing idle brushes off the dust on their left shoulder with their right hand.""},{""start_time"":1.25,""end_time"":2.65,""description"":""A person standing while leaning to the right lowers their right hand, straightens, and then stands idle.""}]"	diagnostic_dataset_selection	training_manifest_preparation	metadata_selected;motion_feature_conversion_not_validated;not_final_evaluator
soma30k_11352	jog_ff_start_180_R_003__A164	230201|jog_ff_start_180_R_003|A164|jog_ff_start_180_R_003__A164	train	A person starts to jog forward steadily.	content_natural_desc_4	7	2	266	44	Locomotion	Baseline	jog_ff_start_180_R_003	A164	230201	A164	False	soma_uniform/bvh/230201/jog_ff_start_180_R_003__A164.bvh	soma_shapes/soma_base_fit_mhr_params.npz	"[{""start_time"":0.0,""end_time"":1.0,""description"":""A person starts to jog forward.""},{""start_time"":1.0,""end_time"":2.15,""description"":""A person jogs forward at a steady pace.""}]"	diagnostic_dataset_selection	training_manifest_preparation	metadata_selected;motion_feature_conversion_not_validated;not_final_evaluator
soma30k_11354	medium_heavy_one_hand_put_down_front_medium_R_001__A511	231114|medium_heavy_one_hand_put_down_front_medium_R_001|A511|medium_heavy_one_hand_put_down_front_medium_R_001__A511	train	character puts down medium heavy object with one hand from medium height up front	content_natural_desc_1	14	2	511	85	Interactions	Object Manipulation	medium_heavy_one_hand_put_down_front_medium_R_001	A511	231114	A511	False	soma_uniform/bvh/231114/medium_heavy_one_hand_put_down_front_medium_R_001__A511.bvh	soma_shapes/soma_base_fit_mhr_params.npz	"[{""start_time"":0.0,""end_time"":2.1,""description"":""The person places a medium-heavy object down with the right hand, shifting it from chest level to slightly below the waist.""},{""start_time"":2.1,""end_time"":4.266667,""description"":""The person lowers their right hand and stands upright, swaying both arms forward and back.""}]"	diagnostic_dataset_selection	training_manifest_preparation	metadata_selected;motion_feature_conversion_not_validated;not_final_evaluator
