path	source_url	title	venue	original_bytes	compressed_bytes	current_bytes
obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2024/SPARK_Self_supervised_Personalized_Real_time_Monocular_Face_Capture.pdf	https://kelianb.github.io/SPARK/static/documents/SPARK_SigAsia2024_Revised_Combined.pdf	SPARK: Self-supervised Personalized Real-time Monocular Face Capture	SIGGRAPH ASIA 2024	47310489	1046369	1046369
obsidian-vault/paperPDFs/SIGGRAPH_2024/Primal_dual_Non_smooth_Friction_for_Rigid_Body_Animation.pdf	https://visualcomputing.ist.ac.at/publications/2024/PDNSF/	Primal-dual Non-smooth Friction for Rigid Body Animation	SIGGRAPH 2024	47309472	722414	722414
obsidian-vault/paperPDFs/SIGGRAPH_2026/Sketch2Arti_Sketch_based_Articulation_Modeling_of_CAD_Objects.pdf	https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_1157&sess=sess116	Sketch2Arti: Sketch-based Articulation Modeling of CAD Objects	SIGGRAPH 2026	47247627	1288695	1288695
obsidian-vault/paperPDFs/TMLR_2024/Analysis_of_Classifier_Free_Guidance_Weight_Schedulers.pdf	https://openreview.net/forum?id=SUMtDJqicd	Analysis of Classifier-Free Guidance Weight Schedulers	TMLR 2024	47239010	2444836	2444836
obsidian-vault/paperPDFs/SIGGRAPH_2026/A_Generalizable_Light_Transport_3D_Embedding_for_Global_Illumination.pdf	https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_497&sess=sess131	A Generalizable Light Transport 3D Embedding for Global Illumination	SIGGRAPH 2026	47213529	1162338	1162338
obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2024/GaussianObject_High_Quality_3D_Object_Reconstruction_from_Four_Views_with_Gaussian_Splatting.pdf	https://gaussianobject.github.io/	GaussianObject: High-Quality 3D Object Reconstruction from Four Views with Gaussian Splatting	SIGGRAPH ASIA 2024	47129063	2033756	2033756
obsidian-vault/paperPDFs/ICLR_2026/AC-Sampler_Accelerate_and_Correct_Diffusion_Sampling_with_Metropolis-Hastings_Algorithm.pdf	https://openreview.net/forum?id=kWl13kRJTQ	AC-Sampler: Accelerate and Correct Diffusion Sampling with Metropolis-Hastings Algorithm	ICLR 2026	46984512	1328597	1328597
obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2023/MatFusion_A_Generative_Diffusion_Model_for_SVBRDF_Capture.pdf	https://asia.siggraph.org/2023/?post_type=page&p=14494&id=papers_538&sess=sess133	MatFusion: A Generative Diffusion Model for SVBRDF Capture	SIGGRAPH ASIA 2023	46902160	980691	980691
obsidian-vault/paperPDFs/SIGGRAPH_2026/DualBrep_A_Dual_Field_Continuous_Representation_for_B_rep_Modelling.pdf	https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_295&sess=sess142	DualBrep: A Dual-Field Continuous Representation for B-rep Modelling	SIGGRAPH 2026	46714291	1463313	1463313
obsidian-vault/paperPDFs/ICLR_2026/Animating_the_Uncaptured_Humanoid_Mesh_Animation_with_Video_Diffusion_Models.pdf	https://openreview.net/forum?id=DIPeQTxpe7	Animating the Uncaptured: Humanoid Mesh Animation with Video Diffusion Models	ICLR 2026	46665703	1434422	1434422
obsidian-vault/paperPDFs/SIGGRAPH_2026/Neural_Particle_Automata_Learning_Self_Organizing_Particle_Dynamics.pdf	https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_263&sess=sess112	Neural Particle Automata: Learning Self-Organizing Particle Dynamics	SIGGRAPH 2026	46662887	1623010	1623010
obsidian-vault/paperPDFs/SIGGRAPH_2023/Random_access_Neural_Compression_of_Material_Textures.pdf	https://research.nvidia.com/labs/rtr/neural_texture_compression/	Random-access Neural Compression of Material Textures	SIGGRAPH 2023	46501570	983426	983426
obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2024/StyleCrafter_Taming_Stylized_Video_Diffusion_with_Reference_Augmented_Adapter_Learning.pdf	https://gongyeliu.github.io/StyleCrafter.github.io/	StyleCrafter: Taming Stylized Video Diffusion with Reference-Augmented Adapter Learning	SIGGRAPH ASIA 2024	45670001	3310267	3310267
obsidian-vault/paperPDFs/SIGGRAPH_2026/BrepForge_Factorized_B_rep_Synthesis_via_Wireframe_Composition_and_Boundary_Conditioned_Surface_Instantiation.pdf	https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_1324&sess=sess142	BrepForge: Factorized B-rep Synthesis via Wireframe Composition and Boundary-Conditioned Surface Instantiation	SIGGRAPH 2026	45594191	762371	762371
obsidian-vault/paperPDFs/SIGGRAPH_2023/Masonry_Shell_Structures_With_Discrete_Equivalence_Classes.pdf	https://sutd-cgl.github.io/supp/Publication/projects/2023-SIGGRAPH-TileableShell/index.html	Masonry Shell Structures With Discrete Equivalence Classes	SIGGRAPH 2023	45416343	792136	792136
obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2024/GroomCap_High_Fidelity_Prior_Free_Hair_Capture.pdf	https://syntec-research.github.io/GroomCap/	GroomCap: High-Fidelity Prior-Free Hair Capture	SIGGRAPH ASIA 2024	45193644	953494	953494
obsidian-vault/paperPDFs/SIGGRAPH_2026/DreamActor_M2_Universal_Character_Image_Animation_via_Spatiotemporal_In_Context_Learning.pdf	https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_650&sess=sess152	DreamActor-M2: Universal Character Image Animation via Spatiotemporal In-Context Learning	SIGGRAPH 2026	45004963	1460814	1460814
obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2024/Content_aware_Tile_Generation_using_Exterior_Boundary_Inpainting.pdf	https://samsartor.com/content-aware-tiles/	Content-aware Tile Generation using Exterior Boundary Inpainting	SIGGRAPH ASIA 2024	44903068	1428170	1428170
obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2024/Still_Moving_Customized_Video_Generation_without_Customized_Video_Data.pdf	https://still-moving.github.io/	Still-Moving: Customized Video Generation without Customized Video Data	SIGGRAPH ASIA 2024	44843729	1615629	1615629
obsidian-vault/paperPDFs/SIGGRAPH_2023/PolyStokes_A_Polynomial_Model_Reduction_Method_for_Viscous_Fluid_Simulation.pdf	https://jpanuelos.com/publications/2023-06-06-PolyStokes.html	PolyStokes: A Polynomial Model Reduction Method for Viscous Fluid Simulation	SIGGRAPH 2023	44821958	573822	573822
obsidian-vault/paperPDFs/SIGGRAPH_2026/On_the_fly_Repulsion_in_the_Contextual_Space_for_Rich_Diversity_in_Diffusion_Transformers.pdf	https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_383&sess=sess154	On-the-fly Repulsion in the Contextual Space for Rich Diversity in Diffusion Transformers	SIGGRAPH 2026	44709729	2226557	2226557
obsidian-vault/paperPDFs/SIGGRAPH_2026/Robust_Containment_Queries_over_Collections_of_Trimmed_NURBS_Surfaces_via_Generalized_Winding_Numbers.pdf	https://s2026.conference-schedule.org/?post_type=page&p=15&id=paperstog_119&sess=sess149	Robust Containment Queries over Collections of Trimmed NURBS Surfaces via Generalized Winding Numbers	SIGGRAPH 2026	44626064	1918582	1918582
obsidian-vault/paperPDFs/ICLR_2026/Unsupervised_Representation_Learning_for_3D_Mesh_Parameterization_with_Semantic_fb445667e240.pdf	https://openreview.net/forum?id=9LYsvna4Sk	Unsupervised Representation Learning for 3D Mesh Parameterization with Semantic and Visibility Objectives	ICLR 2026	44622888	1509727	1509727
obsidian-vault/paperPDFs/ICLR_2026/TINKER_Diffusions_Gift_to_3D_Multi_View_Consistent_Editing_From_Sparse_Inputs_without_Per_Scene_Optimization.pdf	https://openreview.net/forum?id=j7Vt2lp2jX	TINKER: Diffusion's Gift to 3D--Multi-View Consistent Editing From Sparse Inputs without Per-Scene Optimization	ICLR 2026	44475408	3409497	3409497
obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2024/Learning_Based_Toolpath_Planner_on_Diverse_Graphs_for_3D_Printing.pdf	https://rl-toolpath-planner.github.io/	Learning Based Toolpath Planner on Diverse Graphs for 3D Printing	SIGGRAPH ASIA 2024	44303540	1667839	1667839
obsidian-vault/paperPDFs/ICLR_2026/Navigating_the_Latent_Space_Dynamics_of_Neural_Models.pdf	https://openreview.net/forum?id=Zunww3FHPU	Navigating the Latent Space Dynamics of Neural Models	ICLR 2026	44141527	1330410	1330410
obsidian-vault/paperPDFs/ICLR_2026/GLASS_Flows_Efficient_Inference_for_Reward_Alignment_of_Flow_and_Diffusion_Models.pdf	https://openreview.net/forum?id=vH7OAPZ2dR	GLASS Flows: Efficient Inference for Reward Alignment of Flow and Diffusion Models	ICLR 2026	43115361	3161207	3161207
obsidian-vault/paperPDFs/ICLR_2026/Unified_3D_Scene_Understanding_Through_Physical_World_Modeling.pdf	https://openreview.net/forum?id=NQq9JLMfNN	Unified 3D Scene Understanding Through Physical World Modeling	ICLR 2026	43057976	2248370	2248370
obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2023/A_Hessian_Based_Field_Deformer_for_Real_Time_Topology_Aware_Shape_Editing.pdf	https://asia.siggraph.org/2023/?post_type=page&p=14494&id=papers_534&sess=sess171	A Hessian-Based Field Deformer for Real-Time Topology-Aware Shape Editing	SIGGRAPH ASIA 2023	43013754	951041	951041
obsidian-vault/paperPDFs/ICLR_2026/StreamSplat_Towards_Online_Dynamic_3D_Reconstruction_from_Uncalibrated_Video_Str_ddaf0a5cb355.pdf	https://openreview.net/forum?id=SaiDRQU7Ez	StreamSplat: Towards Online Dynamic 3D Reconstruction from Uncalibrated Video Streams	ICLR 2026	42795615	1944284	1944284
obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2023/Neural_Point_based_Volumetric_Avatar_Surface_guided_Neural_Points_for_Efficient_and_Photorealistic_Volumetric_Head_Avatar.pdf	https://asia.siggraph.org/2023/?post_type=page&p=14494&id=papers_612&sess=sess124	Neural Point-based Volumetric Avatar: Surface-guided Neural Points for Efficient and Photorealistic Volumetric Head Avatar	SIGGRAPH ASIA 2023	42694133	1442417	1442417
obsidian-vault/paperPDFs/SIGGRAPH_2026/VecSet_Edit_Unleashing_Pre_trained_LRM_for_Mesh_Editing_from_Single_Image.pdf	https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_732&sess=sess151	VecSet-Edit: Unleashing Pre-trained LRM for Mesh Editing from Single Image	SIGGRAPH 2026	42255970	1948010	1948010
obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2024/Efficient_Neural_Path_Guiding_with_4D_Modeling.pdf	https://woaixuexisr.github.io/papers/distributed-guiding/	Efficient Neural Path Guiding with 4D Modeling	SIGGRAPH ASIA 2024	42084652	1283657	1283657
obsidian-vault/paperPDFs/ICLR_2026/A_Step_to_Decouple_Optimization_in_3DGS.pdf	https://openreview.net/forum?id=oapTMDy2Yh	A Step to Decouple Optimization in 3DGS	ICLR 2026	41945329	1333530	1333530
obsidian-vault/paperPDFs/ICLR_2026/3DGEER_3D_Gaussian_Rendering_Made_Exact_and_Efficient_for_Generic_Cameras_ICLR_2026_3dgeer_3d_gaussian_rendering_made_exact_and_efficient_for_generic_cameras.pdf	https://openreview.net/forum?id=4voMNlRWI7	3DGEER: 3D Gaussian Rendering Made Exact and Efficient for Generic Cameras	ICLR 2026	41936344	973052	973052
obsidian-vault/paperPDFs/ICLR_2026/Anchor_Frame_Bridging_for_Coherent_First_Last_Frame_Video_Generation.pdf	https://openreview.net/forum?id=isNjWnVsUR	Anchor Frame Bridging for Coherent First-Last Frame Video Generation	ICLR 2026	41800769	2367625	2367625
obsidian-vault/paperPDFs/ICLR_2026/AutoFly_Vision_Language_Action_Model_for_UAV_Autonomous_Navigation_in_the_Wild.pdf	https://openreview.net/forum?id=88RKxlFUNY	AutoFly: Vision-Language-Action Model for UAV Autonomous Navigation in the Wild	ICLR 2026	41731055	1472807	1472807
obsidian-vault/paperPDFs/ICLR_2026/Diffusion_Fine_Tuning_via_Reparameterized_Policy_Gradient_of_the_Soft_Q_Function.pdf	https://openreview.net/forum?id=8zoxC9e23q	Diffusion Fine-Tuning via Reparameterized Policy Gradient of the Soft Q-Function	ICLR 2026	41722935	2140464	2140464
obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2023/Neural_Stress_Fields_for_Reduced_order_Elastoplasticity_and_Fracture.pdf	https://asia.siggraph.org/2023/?post_type=page&p=14494&id=papers_637&sess=sess151	Neural Stress Fields for Reduced-order Elastoplasticity and Fracture	SIGGRAPH ASIA 2023	41613107	827444	827444
obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2024/Gaussian_Opacity_Fields_Efficient_Adaptive_Surface_Reconstruction_in_Unbounded_Scenes.pdf	https://niujinshuchong.github.io/gaussian-opacity-fields/	Gaussian Opacity Fields: Efficient Adaptive Surface Reconstruction in Unbounded Scenes	SIGGRAPH ASIA 2024	41587448	1760523	1760523
obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2024/Taming_3DGS_High_Quality_Radiance_Fields_with_Limited_Resources.pdf	https://humansensinglab.github.io/taming-3dgs/	Taming 3DGS: High-Quality Radiance Fields with Limited Resources	SIGGRAPH ASIA 2024	41477637	2684737	2684737
obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2024/Polarimetric_BSSRDF_Acquisition_of_Dynamic_Faces.pdf	https://vclab.kaist.ac.kr/siggraphasia2024/	Polarimetric BSSRDF Acquisition of Dynamic Faces	SIGGRAPH ASIA 2024	41467105	847828	847828
obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2023/Animating_Street_View.pdf	https://asia.siggraph.org/2023/?post_type=page&p=14494&id=papers_797&sess=sess131	Animating Street View	SIGGRAPH ASIA 2023	41363423	1373443	1373443
obsidian-vault/paperPDFs/ICLR_2026/BAR_Refactor_the_Basis_of_Autoregressive_Visual_Generation.pdf	https://openreview.net/forum?id=2m9XQq4Dc3	BAR: Refactor the Basis of Autoregressive Visual Generation	ICLR 2026	41294849	1634354	1634354
obsidian-vault/paperPDFs/ICLR_2026/SkyEvents_A_Large_Scale_Event_enhanced_UAV_Dataset_for_Robust_3D_Scene_Reconstru_5f0daf32f322.pdf	https://openreview.net/forum?id=dxHPqQindP	SkyEvents: A Large-Scale Event-enhanced UAV Dataset for Robust 3D Scene Reconstruction	ICLR 2026	41060563	1100191	1100191
obsidian-vault/paperPDFs/SIGGRAPH_2022/Rewriting_Geometric_Rules_of_a_GAN.pdf	https://peterwang512.github.io/GANWarping/	Rewriting Geometric Rules of a GAN	SIGGRAPH 2022	41050762	1778933	1778933
obsidian-vault/paperPDFs/SIGGRAPH_2022/Neural_Layered_BRDFs.pdf	https://wangningbei.github.io/2022/NLBRDF.html	Neural Layered BRDFs	SIGGRAPH 2022	40901888	952756	952756
obsidian-vault/paperPDFs/SIGGRAPH_2026/FreeOrbit4D_Training_Free_Arbitrary_Camera_Redirection_for_Monocular_Videos_via_Foreground_Complete_4D_Reconstruction.pdf	https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_708&sess=sess150	FreeOrbit4D: Training-Free Arbitrary Camera Redirection for Monocular Videos via Foreground-Complete 4D Reconstruction	SIGGRAPH 2026	40770672	1942985	1942985
obsidian-vault/paperPDFs/SIGGRAPH_2026/See_through_Single_image_Layer_Decomposition_for_Anime_Characters.pdf	https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_1349&sess=sess109	See-through: Single-image Layer Decomposition for Anime Characters	SIGGRAPH 2026	40715690	1451922	1451922
obsidian-vault/paperPDFs/ICLR_2026/Vid2World_Crafting_Video_Diffusion_Models_to_Interactive_World_Models.pdf	https://openreview.net/forum?id=pFyzqbUiF9	Vid2World: Crafting Video Diffusion Models to Interactive World Models	ICLR 2026	40591703	2571472	2571472
obsidian-vault/paperPDFs/SIGGRAPH_2022/Active_Exploration_for_Neural_Global_Illumination_of_Variable_Scenes.pdf	https://repo-sam.inria.fr/fungraph/active-exploration/	Active Exploration for Neural Global Illumination of Variable Scenes	SIGGRAPH 2022	40438931	1813291	1813291
obsidian-vault/paperPDFs/ICLR_2026/TRACE_Your_Diffusion_Model_is_Secretly_an_Instance_Edge_Detector.pdf	https://openreview.net/forum?id=BjElYlJKMj	TRACE: Your Diffusion Model is Secretly an Instance Edge Detector	ICLR 2026	40404137	3394281	3394281
obsidian-vault/paperPDFs/SIGGRAPH_2022/StyleGAN_NADA_CLIP_guided_Domain_Adaptation_of_Image_Generators.pdf	https://stylegan-nada.github.io/	StyleGAN-NADA: CLIP-guided Domain Adaptation of Image Generators	SIGGRAPH 2022	40378416	3340437	3340437
obsidian-vault/paperPDFs/ICLR_2026/EasyCreator_Empowering_4D_Creation_through_Video_Inpainting_0433338d18d5.pdf	https://openreview.net/forum?id=mU8Ubd8aNK	EasyCreator: Empowering 4D Creation through Video Inpainting	ICLR 2026	40373448	1497063	1497063
obsidian-vault/paperPDFs/SIGGRAPH_2022/DSG_Net_Learning_Disentangled_Structure_and_Geometry_for_3D_Shape_Generation.pdf	http://geometrylearning.com/dsg-net/	DSG-Net: Learning Disentangled Structure and Geometry for 3D Shape Generation	SIGGRAPH 2022	40239957	2167350	2167350
obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2022/Unbiased_Caustics_Rendering_Guided_by_Representative_Specular_Paths.pdf	https://wangningbei.github.io/2022/PathcutGuiding.html	Unbiased Caustics Rendering Guided by Representative Specular Paths	SIGGRAPH ASIA 2022	39769780	2415563	2415563
obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2023/Content_based_Search_for_Deep_Generative_Models.pdf	https://asia.siggraph.org/2023/?post_type=page&p=14494&id=papers_528&sess=sess132	Content-based Search for Deep Generative Models	SIGGRAPH ASIA 2023	39703598	1494069	1494069
obsidian-vault/paperPDFs/SIGGRAPH_2024/Mob_FGSR_Frame_Generation_and_Super_Resolution_for_Mobile_Real_time_Rendering.pdf	http://www.cad.zju.edu.cn/home/jin/Sig20241/Mob-FGSR.htm	Mob-FGSR: Frame Generation and Super Resolution for Mobile Real-time Rendering	SIGGRAPH 2024	39695671	1252201	1252201
obsidian-vault/paperPDFs/ICLR_2026/Diffusion_Blend_Inference_Time_Multi_Preference_Alignment_for_Diffusion_Models.pdf	https://openreview.net/forum?id=M2DXbwO8le	Diffusion Blend: Inference-Time Multi-Preference Alignment for Diffusion Models	ICLR 2026	39585987	1597721	1597721
obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2023/An_Implicit_Physical_Face_Model_Driven_by_Expression_and_Style.pdf	https://asia.siggraph.org/2023/?post_type=page&p=14494&id=papers_327&sess=sess137	An Implicit Physical Face Model Driven by Expression and Style	SIGGRAPH ASIA 2023	39530837	755376	755376
obsidian-vault/paperPDFs/SIGGRAPH_2026/MAROON_A_Dataset_for_the_Joint_Characterization_of_Near_Field_High_Resolution_Radio_Frequency_and_Optical_Depth_Imaging_Techniques.pdf	https://s2026.conference-schedule.org/?post_type=page&p=15&id=paperstog_122&sess=sess147	MAROON: A Dataset for the Joint Characterization of Near-Field High-Resolution Radio-Frequency and Optical Depth Imaging Techniques	SIGGRAPH 2026	39436203	1884837	1884837
obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2022/RFEPS_Reconstructing_Feature_line_Equipped_Polygonal_Surface.pdf	https://xrvitd.github.io/Projects/RFEPS/index.html	RFEPS: Reconstructing Feature-line Equipped Polygonal Surface	SIGGRAPH ASIA 2022	39419437	1493642	1493642
obsidian-vault/paperPDFs/ICLR_2026/Temporal_Sparse_Autoencoders_Leveraging_the_Sequential_Nature_of_Language_for_Interpretability.pdf	https://openreview.net/forum?id=bojVI4l9Kn	Temporal Sparse Autoencoders: Leveraging the Sequential Nature of Language for Interpretability	ICLR 2026	39044382	2932675	2932675
obsidian-vault/paperPDFs/SIGGRAPH_2026/Generative_3D_Gaussians_with_Learned_Density_Control.pdf	https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_758&sess=sess112	Generative 3D Gaussians with Learned Density Control	SIGGRAPH 2026	38833835	2408716	2408716
obsidian-vault/paperPDFs/SIGGRAPH_2022/Rendering_of_Scratched_Transparent_Materials_Using_Precomputed_SV_BSDFs.pdf	https://doi.org/10.1145/3532719.3543207	Rendering of Scratched Transparent Materials Using Precomputed SV-BSDFs	SIGGRAPH 2022	38761390	161676	161676
obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2024/Quark_Real_time_High_resolution_and_General_Neural_View_Synthesis.pdf	https://quark-3d.github.io/	Quark: Real-time, High-resolution, and General Neural View Synthesis	SIGGRAPH ASIA 2024	38759720	3353158	3353158
obsidian-vault/paperPDFs/SIGGRAPH_2026/InfiniteDiffusion_Bridging_Learned_Fidelity_and_Procedural_Utility_for_Open_World_Terrain_Generation.pdf	https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_416&sess=sess106	InfiniteDiffusion: Bridging Learned Fidelity and Procedural Utility for Open-World Terrain Generation	SIGGRAPH 2026	38534124	2115113	2115113
obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2022/Force_Aware_Interface_via_Electromyography_for_Natural_VR_AR_Interaction.pdf	https://www.immersivecomputinglab.org/publication/force-aware-interface-via-electromyography-for-natural-vr-ar-interaction/	Force-Aware Interface via Electromyography for Natural VR/AR Interaction	SIGGRAPH ASIA 2022	38289200	1429155	1429155
obsidian-vault/paperPDFs/SIGGRAPH_2023/Rhizomorph_The_Coordinated_Function_of_Shoots_and_Roots.pdf	https://storage.googleapis.com/pirk.io/projects/rhizomorph/index.html	Rhizomorph: The Coordinated Function of Shoots and Roots	SIGGRAPH 2023	38183854	1350766	1350766
obsidian-vault/paperPDFs/SIGGRAPH_2023/Towards_Material_Digitization_With_a_Dual_scale_Optical_System.pdf	https://www.elenagarces.es/projects/SEDDIDome/web/index.html	Towards Material Digitization With a Dual-scale Optical System	SIGGRAPH 2023	38165208	1482604	1482604
obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2022/MoRig_Motion_Aware_Rigging_of_Character_Meshes_from_Point_Clouds.pdf	https://zhan-xu.github.io/motion-rig/	MoRig: Motion-Aware Rigging of Character Meshes from Point Clouds	SIGGRAPH ASIA 2022	38079546	1085300	1085300
obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2024/Filtering_Based_Reconstruction_for_Gradient_Domain_Rendering.pdf	https://cg.cs.tsinghua.edu.cn/people/~kun/	Filtering-Based Reconstruction for Gradient-Domain Rendering	SIGGRAPH ASIA 2024	38062411	983903	983903
obsidian-vault/paperPDFs/SIGGRAPH_2026/MTPano_Multi_Task_Panoramic_Scene_Understanding_via_Label_Free_Integration_of_Dense_Prediction_Priors.pdf	https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_1152&sess=sess144	MTPano: Multi-Task Panoramic Scene Understanding via Label-Free Integration of Dense Prediction Priors	SIGGRAPH 2026	37982097	1373051	1373051
obsidian-vault/paperPDFs/SIGGRAPH_2026/ComboStoc_Combinatorial_Stochasticity_for_Diffusion_Generative_Models.pdf	https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_160&sess=sess154	ComboStoc: Combinatorial Stochasticity for Diffusion Generative Models	SIGGRAPH 2026	37910145	1263732	1263732
obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2024/Trust_Region_Eigenvalue_Filtering_for_Projected_Newton.pdf	https://www.cs.columbia.edu/cg/trust-region/	Trust-Region Eigenvalue Filtering for Projected Newton	SIGGRAPH ASIA 2024	37882034	1325461	1325461
obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2024/PersonaTalk_Bring_Attention_to_Your_Persona_in_Visual_Dubbing.pdf	https://grisoon.github.io/PersonaTalk/	PersonaTalk: Bring Attention to Your Persona in Visual Dubbing	SIGGRAPH ASIA 2024	37782605	532155	532155
obsidian-vault/paperPDFs/SIGGRAPH_2026/Forget_Superresolution_Sample_Adaptively_when_Path_Tracing.pdf	https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_1351&sess=sess141	Forget Superresolution, Sample Adaptively (when Path Tracing)	SIGGRAPH 2026	37696160	1749620	1749620
obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2022/NeuralMarker_A_Framework_for_Learning_General_Marker_Correspondence.pdf	https://drinkingcoder.github.io/publication/neuralmarker/	NeuralMarker: A Framework for Learning General Marker Correspondence	SIGGRAPH ASIA 2022	37444076	802385	802385
obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2022/Efficient_Neural_Radiance_Fields_for_Interactive_Free_viewpoint_Video.pdf	https://zju3dv.github.io/enerf/	Efficient Neural Radiance Fields for Interactive Free-viewpoint Video	SIGGRAPH ASIA 2022	37380028	751084	751084
obsidian-vault/paperPDFs/ICLR_2026/Hallucination_Begins_Where_Saliency_Drops.pdf	https://openreview.net/forum?id=sjnErRHXf3	Hallucination Begins Where Saliency Drops	ICLR 2026	37312549	1410911	1410911
obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2024/DifFRelight_Diffusion_Based_Facial_Performance_Relighting.pdf	https://www.eyelinestudios.com/research/diffrelight.html	DifFRelight: Diffusion-Based Facial Performance Relighting	SIGGRAPH ASIA 2024	37245924	1528309	1528309
obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2024/Controllable_Shape_Modeling_with_Neural_Generalized_Cylinder.pdf	https://uhzoaix.github.io/NeuralGC/	Controllable Shape Modeling with Neural Generalized Cylinder	SIGGRAPH ASIA 2024	37201415	574173	574173
obsidian-vault/paperPDFs/ICLR_2026/FRABench_and_UFEval_Unified_Fine_grained_Evaluation_with_Task_and_Aspect_Generalization.pdf	https://openreview.net/forum?id=7WdY3Cojy9	FRABench and UFEval: Unified Fine-grained Evaluation with Task and Aspect Generalization	ICLR 2026	37142841	2270425	2270425
obsidian-vault/paperPDFs/ICLR_2026/RL_makes_MLLMs_see_better_than_SFT.pdf	https://openreview.net/forum?id=3gM6HwHvnc	RL makes MLLMs see better than SFT	ICLR 2026	37133345	2135197	2135197
obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2022/Progressive_Simulation_for_Cloth_Quasistatics.pdf	https://pcs-sim.github.io/	Progressive Simulation for Cloth Quasistatics	SIGGRAPH ASIA 2022	37026880	1520751	1520751
obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2024/PCO_Precision_Controllable_Offset_Surfaces_with_Sharp_Features.pdf	https://alan-leo-wong.github.io/SIGASIA24-PCO-ProjectPage/	PCO: Precision-Controllable Offset Surfaces with Sharp Features	SIGGRAPH ASIA 2024	36961540	611101	611101
obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2023/Diffusing_Colors_Image_Colorization_with_Text_Guided_Diffusion.pdf	https://asia.siggraph.org/2023/?post_type=page&p=14494&id=papers_473&sess=sess170	Diffusing Colors: Image Colorization with Text Guided Diffusion	SIGGRAPH ASIA 2023	36434470	1520215	1520215
obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2024/DiffCSG_Differentiable_CSG_via_Rasterization.pdf	https://yyyyyhc.github.io/DiffCSG/	DiffCSG: Differentiable CSG via Rasterization	SIGGRAPH ASIA 2024	35900777	1091973	1091973
obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2024/An_Eulerian_Vortex_Method_on_Flow_Maps.pdf	https://evm.sinanw.com/	An Eulerian Vortex Method on Flow Maps	SIGGRAPH ASIA 2024	35700587	1466451	1466451
obsidian-vault/paperPDFs/SIGGRAPH_2026/Efficient_B_Spline_Finite_Elements_for_Cloth_Simulation.pdf	https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_128&sess=sess102	Efficient B-Spline Finite Elements for Cloth Simulation	SIGGRAPH 2026	35650494	1724147	1724147
obsidian-vault/paperPDFs/ICLR_2026/FingerTip_20K_A_Benchmark_for_Proactive_and_Personalized_Mobile_LLM_Agents.pdf	https://openreview.net/forum?id=n3iFV0gLMc	FingerTip 20K: A Benchmark for Proactive and Personalized Mobile LLM Agents	ICLR 2026	35634717	519939	519939
