path	source_url	title	venue	original_bytes	compressed_bytes	current_bytes
obsidian-vault/paperPDFs/SIGGRAPH_2025/A_Closest_Point_Method_for_PDEs_on_Manifolds_with_Interior_Boundary_Conditions_for_Geometry_Processing.pdf	http://arxiv.org/abs/2305.04711	A Closest Point Method for PDEs on Manifolds with Interior Boundary Conditions for Geometry Processing	SIGGRAPH 2025	58383664	3006113	3006113
obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2025/Viscous_Vortex_Dynamics_on_Surfaces.pdf	https://dl.acm.org/doi/pdf/10.1145/3763320	Viscous Vortex Dynamics on Surfaces	SIGGRAPH ASIA 2025	58366094	1278827	1278827
obsidian-vault/paperPDFs/CVPR_2026/UnicEdit_10M_A_Dataset_and_Benchmark_Breaking_the_Scale_Quality_Barrier_via_Unified_Verification_for_Reasoning_Enriched_Edits.pdf	https://arxiv.org/abs/2512.02790	UnicEdit-10M: A Dataset and Benchmark Breaking the Scale-Quality Barrier via Unified Verification for Reasoning-Enriched Edits	CVPR 2026	58054623	3047694	3047694
obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2023/Interaction_Driven_Active_3D_Reconstruction_with_Object_Interiors.pdf	https://dl.acm.org/doi/pdf/10.1145/3618327	Interaction-Driven Active 3D Reconstruction with Object Interiors	SIGGRAPH ASIA 2023	58024642	1519024	1519024
obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2025/3DPR_Single_Image_3D_Portrait_Relighting_with_Generative_Priors.pdf	https://dl.acm.org/doi/pdf/10.1145/3757377.3763962	3DPR: Single Image 3D Portrait Relighting with Generative Priors	SIGGRAPH ASIA 2025	57802329	940447	940447
obsidian-vault/paperPDFs/SIGGRAPH_2022/True_Seams_Modeling_Seams_in_Digital_Garments.pdf	https://dl.acm.org/doi/pdf/10.1145/3528223.3530128	True Seams: Modeling Seams in Digital Garments	SIGGRAPH 2022	57789936	1847388	1847388
obsidian-vault/paperPDFs/SIGGRAPH_2025/C_Tubes_Design_and_Optimization_of_Tubular_Structures_Composed_of_Developable_Strips.pdf	https://dl.acm.org/doi/pdf/10.1145/3730933	C-Tubes: Design and Optimization of Tubular Structures Composed of Developable Strips	SIGGRAPH 2025	57696554	1696008	1696008
obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2022/UniColor_A_Unified_Framework_for_Multi_Modal_Colorization_with_Transformer.pdf	https://luckyhzt.github.io/unicolor	UniColor: A Unified Framework for Multi-Modal Colorization with Transformer	SIGGRAPH ASIA 2022	57690003	1377952	1377952
obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2025/CFC_Simulating_Character_Fluid_Coupling_using_a_Two_Level_World_Model.pdf	https://dl.acm.org/doi/pdf/10.1145/3763318	CFC: Simulating Character-Fluid Coupling using a Two-Level World Model	SIGGRAPH ASIA 2025	57598677	1124330	1124330
obsidian-vault/paperPDFs/SIGGRAPH_2025/Multi_Dimensional_Procedural_Wave_Noise.pdf	https://dl.acm.org/doi/pdf/10.1145/3730928	Multi-Dimensional Procedural Wave Noise	SIGGRAPH 2025	57582408	1312058	1312058
obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2023/Thin_On_Sensor_Nanophotonic_Array_Cameras.pdf	https://dl.acm.org/doi/pdf/10.1145/3618398	Thin On-Sensor Nanophotonic Array Cameras	SIGGRAPH ASIA 2023	57429398	3026834	3026834
obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2023/FLARE_Fast_Learning_of_Animatable_and_Relightable_Mesh_Avatars.pdf	https://doi.org/10.1145/3618401	FLARE: Fast Learning of Animatable and Relightable Mesh Avatars	SIGGRAPH ASIA 2023	57326201	1247225	1247225
obsidian-vault/paperPDFs/SIGGRAPH_2022/Position_free_Multiple_bounce_Computations_for_Smith_Microfacet_BSDFs.pdf	https://wangningbei.github.io/2022/MBBRDF.html	Position-free Multiple-bounce Computations for Smith Microfacet BSDFs	SIGGRAPH 2022	57167674	2206487	2206487
obsidian-vault/paperPDFs/SIGGRAPH_2023/Procedural_Metamaterials_A_Unified_Procedural_Graph_for_Metamaterial_Design.pdf	https://dl.acm.org/doi/pdf/10.1145/3605389	Procedural Metamaterials: A Unified Procedural Graph for Metamaterial Design	SIGGRAPH 2023	57120094	1928952	1928952
obsidian-vault/paperPDFs/SIGGRAPH_2023/Example_based_Procedural_Modeling_Using_Graph_Grammars.pdf	https://paulmerrell.org/grammar/	Example-based Procedural Modeling Using Graph Grammars	SIGGRAPH 2023	57095114	1217279	1217279
obsidian-vault/paperPDFs/SIGGRAPH_2023/Fluid_Cohomology.pdf	https://yhesper.github.io/fc23/fc23.html	Fluid Cohomology	SIGGRAPH 2023	57084156	1719546	1719546
obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2024/Computational_Design_of_a_Kit_of_Parts_for_Bending_Active_Structures.pdf	https://udaykusupati.github.io/publications/kop/kop/	Computational Design of a Kit of Parts for Bending Active Structures	SIGGRAPH ASIA 2024	57049395	2264075	2264075
obsidian-vault/paperPDFs/SIGGRAPH_2024/Soft_Pneumatic_Actuator_Design_Using_Differentiable_Simulation.pdf	https://dl.acm.org/doi/pdf/10.1145/3641519.3657467	Soft Pneumatic Actuator Design Using Differentiable Simulation	SIGGRAPH 2024	56850203	713016	713016
obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2024/Gaussian_Surfel_Splatting_for_Live_Human_Performance_Capture.pdf	https://dl.acm.org/doi/pdf/10.1145/3687993	Gaussian Surfel Splatting for Live Human Performance Capture	SIGGRAPH ASIA 2024	56766268	3696299	3696299
obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2024/A_Flexible_Mold_for_Facade_Panel_Fabrication.pdf	https://dl.acm.org/doi/pdf/10.1145/3687906	A Flexible Mold for Facade Panel Fabrication	SIGGRAPH ASIA 2024	56764572	937796	937796
obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2025/Evaluating_and_Sampling_Glinty_NDFs_in_Constant_Time.pdf	https://dl.acm.org/doi/pdf/10.1145/3763282	Evaluating and Sampling Glinty NDFs in Constant Time	SIGGRAPH ASIA 2025	56626644	1284089	1284089
obsidian-vault/paperPDFs/SIGGRAPH_2023/Min_Deviation_Flow_in_Bi_directed_Graphs_for_T_Mesh_Quantization.pdf	https://www.algohex.eu/publications/bimdf-quantization/	Min-Deviation-Flow in Bi-directed Graphs for T-Mesh Quantization	SIGGRAPH 2023	56531411	1028426	1028426
obsidian-vault/paperPDFs/SIGGRAPH_2025/Clebsch_Gauge_Fluid_on_Particle_Flow_Maps.pdf	https://dl.acm.org/doi/pdf/10.1145/3731194	Clebsch Gauge Fluid on Particle Flow Maps	SIGGRAPH 2025	56354848	1219123	1219123
obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2022/QuadStream_A_Quad_Based_Scene_Streaming_Architecture_for_Novel_Viewpoint_Reconstruction.pdf	https://dl.acm.org/doi/pdf/10.1145/3550454.3555524	QuadStream: A Quad-Based Scene Streaming Architecture for Novel Viewpoint Reconstruction	SIGGRAPH ASIA 2022	56345340	742224	742224
obsidian-vault/paperPDFs/SIGGRAPH_2023/A_Method_for_Animating_Children_s_Drawings_of_the_Human_Figure.pdf	https://arxiv.org/abs/2303.12741	A Method for Animating Children's Drawings of the Human Figure	SIGGRAPH 2023	56331389	917073	917073
obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2024/Barrier_Augmented_Lagrangian_for_GPU_based_Elastodynamic_Contact.pdf	https://dl.acm.org/doi/pdf/10.1145/3687988	Barrier-Augmented Lagrangian for GPU-based Elastodynamic Contact	SIGGRAPH ASIA 2024	56236862	2344222	2344222
obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2025/RaRa_Clipper_A_Clipper_for_Gaussian_Splatting_Based_on_Ray_Tracer_and_Rasterizer.pdf	https://dl.acm.org/doi/pdf/10.1145/3757377.3763982	RaRa Clipper: A Clipper for Gaussian Splatting Based on Ray Tracer and Rasterizer	SIGGRAPH ASIA 2025	56111400	536344	536344
obsidian-vault/paperPDFs/SIGGRAPH_2025/Progressive_Dynamics_A_Framework_for_Stable_Continuous_and_Consistent_Animation_Across_Resolution_and_Time.pdf	https://dl.acm.org/doi/pdf/10.1145/3731202	Progressive Dynamics++: A Framework for Stable, Continuous, and Consistent Animation Across Resolution and Time	SIGGRAPH 2025	55824821	1485795	1485795
obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2023/Capturing_Animation_Ready_Isotropic_Materials_Using_Systematic_Poking.pdf	https://dl.acm.org/doi/pdf/10.1145/3618406	Capturing Animation-Ready Isotropic Materials Using Systematic Poking	SIGGRAPH ASIA 2023	55651449	1534543	1534543
obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2024/StableNormal_Reducing_Diffusion_Variance_for_Stable_and_Sharp_Normal.pdf	https://stable-x.github.io/StableNormal/	StableNormal: Reducing Diffusion Variance for Stable and Sharp Normal	SIGGRAPH ASIA 2024	55387464	1765080	1765080
obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2025/Audio_Driven_Universal_Gaussian_Head_Avatars.pdf	https://dl.acm.org/doi/pdf/10.1145/3757377.3763939	Audio Driven Universal Gaussian Head Avatars	SIGGRAPH ASIA 2025	55245749	706755	706755
obsidian-vault/paperPDFs/SIGGRAPH_2023/ClipFace_Text_guided_Editing_of_Textured_3D_Morphable_Models.pdf	https://dl.acm.org/doi/pdf/10.1145/3588432.3591566	ClipFace: Text-guided Editing of Textured 3D Morphable Models	SIGGRAPH 2023	55225726	1086834	1086834
obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2025/Chord_Chain_of_Rendering_Decomposition_for_PBR_Material_Estimation_from_Generated_Texture_Images.pdf	https://dl.acm.org/doi/pdf/10.1145/3757377.3763848	Chord: Chain of Rendering Decomposition for PBR Material Estimation from Generated Texture Images	SIGGRAPH ASIA 2025	55153259	981385	981385
obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2023/Towards_Practical_Capture_of_High_Fidelity_Relightable_Avatars.pdf	https://doi.org/10.1145/3610548.3618138	Towards Practical Capture of High-Fidelity Relightable Avatars	SIGGRAPH ASIA 2023	55016549	754901	754901
obsidian-vault/paperPDFs/SIGGRAPH_2026/ShapeUP_Scalable_Image_Conditioned_3D_Editing.pdf	https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_381&sess=sess151	ShapeUP: Scalable Image-Conditioned 3D Editing	SIGGRAPH 2026	54943888	2204039	2204039
obsidian-vault/paperPDFs/SIGGRAPH_2025/TeGA_Texture_Space_Gaussian_Avatars_for_High_Resolution_Dynamic_Head_Modeling.pdf	https://openreview.net/pdf?id=3e70ed34eb	TeGA: Texture Space Gaussian Avatars for High-Resolution Dynamic Head Modeling	SIGGRAPH 2025	54690592	849764	849764
obsidian-vault/paperPDFs/SIGGRAPH_2022/Procedural_Texturing_of_Solid_Wood_With_Knots.pdf	https://dl.acm.org/doi/pdf/10.1145/3528223.3530081	Procedural Texturing of Solid Wood With Knots	SIGGRAPH 2022	54593014	1349350	1349350
obsidian-vault/paperPDFs/SIGGRAPH_2023/Beyond_Chainmail_Computational_Modeling_of_Discrete_Interlocking_Materials.pdf	https://tangpengbin.github.io/publications/DIM/DIM.html	Beyond Chainmail: Computational Modeling of Discrete Interlocking Materials	SIGGRAPH 2023	54357172	703011	703011
obsidian-vault/paperPDFs/SIGGRAPH_2024/Computational_Illusion_Knitting.pdf	https://doi.org/10.1145/3658231	Computational Illusion Knitting	SIGGRAPH 2024	54349365	1088028	1088028
obsidian-vault/paperPDFs/SIGGRAPH_2022/ComplexGen_CAD_Reconstruction_by_B_rep_Chain_Complex_Generation.pdf	https://haopan.github.io/complexgen.html	ComplexGen: CAD Reconstruction by B-rep Chain Complex Generation	SIGGRAPH 2022	54260855	1520581	1520581
obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2024/Hodge_decomposition_of_vector_fields_in_Cartesian_grids.pdf	https://dl.acm.org/doi/pdf/10.1145/3680528.3687602	Hodge decomposition of vector fields in Cartesian grids	SIGGRAPH ASIA 2024	54239283	584462	584462
obsidian-vault/paperPDFs/SIGGRAPH_2025/Noise_Coded_Illumination_for_Forensic_and_Photometric_Video_Analysis.pdf	https://openreview.net/pdf?id=edb90fdc8e	Noise-Coded Illumination for Forensic and Photometric Video Analysis	SIGGRAPH 2025	54208153	1930588	1930588
obsidian-vault/paperPDFs/SIGGRAPH_2022/Scalable_Neural_Indoor_Scene_Rendering.pdf	https://xchaowu.github.io/papers/scalable-nisr/	Scalable Neural Indoor Scene Rendering	SIGGRAPH 2022	54042866	2037117	2037117
obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2025/NeLiF_Neural_Lighting_Function_Generation_for_Real_Time_Indoor_Rendering.pdf	https://dl.acm.org/doi/pdf/10.1145/3757377.3763958	NeLiF: Neural Lighting Function Generation for Real-Time Indoor Rendering	SIGGRAPH ASIA 2025	53842675	1037634	1037634
obsidian-vault/paperPDFs/SIGGRAPH_2023/End_to_end_Procedural_Material_Capture_With_Proxy_free_Mixed_integer_Optimization.pdf	https://dl.acm.org/doi/pdf/10.1145/3592132	End-to-end Procedural Material Capture With Proxy-free Mixed-integer Optimization	SIGGRAPH 2023	53823296	3122371	3122371
obsidian-vault/paperPDFs/SIGGRAPH_2023/Fluid_solid_Coupling_in_Kinetic_Two_phase_Flow_Simulation.pdf	https://dl.acm.org/doi/pdf/10.1145/3592138	Fluid-solid Coupling in Kinetic Two-phase Flow Simulation	SIGGRAPH 2023	53821189	720916	720916
obsidian-vault/paperPDFs/SIGGRAPH_2025/Generative_Video_Matting.pdf	http://arxiv.org/abs/2508.07905	Generative Video Matting	SIGGRAPH 2025	53812539	941777	941777
obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2025/LEGO_Maker_Autoregressive_Image_Conditioned_LEGO_Model_Creation.pdf	https://dl.acm.org/doi/pdf/10.1145/3763285	LEGO-Maker: Autoregressive Image-Conditioned LEGO Model Creation	SIGGRAPH ASIA 2025	53777523	912919	912919
obsidian-vault/paperPDFs/ICLR_2026/Time_to_Move_Training_Free_Motion_Controlled_Video_Generation_via_Dual_Clock_Denoising.pdf	https://arxiv.org/abs/2511.08633	Time-to-Move: Training-Free Motion Controlled Video Generation via Dual-Clock Denoising	ICLR 2026	53747568	2764444	2764444
obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2025/B4M_Breaking_Low_Rank_Adapter_for_Making_Content_Style_Customization.pdf	https://dl.acm.org/doi/pdf/10.1145/3728461	B4M: Breaking Low-Rank Adapter for Making Content-Style Customization	SIGGRAPH ASIA 2025	53682411	1922270	1922270
obsidian-vault/paperPDFs/EUROVIS_2025/HyperFLINT_Hypernetwork_based_Flow_Estimation_and_Temporal_Interpolation_for_Scientific_Ensemble_Visualization.pdf	https://arxiv.org/abs/2412.04095	HyperFLINT: Hypernetwork-based Flow Estimation and Temporal Interpolation for Scientific Ensemble Visualization	EUROVIS 2025	53641891	1398214	1398214
obsidian-vault/paperPDFs/SIGGRAPH_2022/Shape_Dithering_for_3D_Printing.pdf	https://dl.acm.org/doi/pdf/10.1145/3528223.3530129	Shape Dithering for 3D Printing	SIGGRAPH 2022	53627528	1345079	1345079
obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2022/CAD2Sketch_Generating_Concept_Sketches_from_CAD_Sequences.pdf	https://dl.acm.org/doi/pdf/10.1145/3550454.3555488	CAD2Sketch: Generating Concept Sketches from CAD Sequences	SIGGRAPH ASIA 2022	53548605	2145651	2145651
obsidian-vault/paperPDFs/SIGGRAPH_2022/Generalized_Resampled_Importance_Sampling_Foundations_of_ReSTIR.pdf	https://graphics.cs.utah.edu/research/projects/gris/	Generalized Resampled Importance Sampling: Foundations of ReSTIR	SIGGRAPH 2022	53532327	2275133	2275133
obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2025/Improving_Curl_Noise.pdf	https://dl.acm.org/doi/pdf/10.1145/3757377.3763980	Improving Curl Noise	SIGGRAPH ASIA 2025	53473140	1057361	1057361
obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2022/Isotropic_ARAP_energy_using_Cauchy_Green_invariants.pdf	https://dl.acm.org/doi/pdf/10.1145/3550454.3555507	Isotropic ARAP energy using Cauchy-Green invariants	SIGGRAPH ASIA 2022	53409802	891729	891729
obsidian-vault/paperPDFs/SIGGRAPH_2026/Colorful_Noise_Training_Free_Low_Frequency_Noise_Manipulation_for_Color_Based_Conditional_Image_Generation.pdf	https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_593&sess=sess154	Colorful-Noise: Training-Free Low-Frequency Noise Manipulation for Color-Based Conditional Image Generation	SIGGRAPH 2026	53376025	3468042	3468042
obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2022/ElastoMonolith_A_Monolithic_Optimization_based_Liquid_Solver_for_Contact_Aware_Elastic_Solid_Coupling.pdf	https://tetsuya-takahashi.github.io/ElastoMonolith/	ElastoMonolith: A Monolithic Optimization-based Liquid Solver for Contact-Aware Elastic-Solid Coupling	SIGGRAPH ASIA 2022	53108824	734801	734801
obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2025/A_Stack_Free_Parallel_h_Adaptation_Algorithm_for_Dynamically_Balanced_Trees_on_GPUs.pdf	https://dl.acm.org/doi/pdf/10.1145/3763349	A Stack-Free Parallel h-Adaptation Algorithm for Dynamically Balanced Trees on GPUs	SIGGRAPH ASIA 2025	52948698	949966	949966
obsidian-vault/paperPDFs/TOG_2021/Neural_animation_layering_for_synthesizing_martial_arts_movements.pdf	https://doi.org/10.1145/3450626.3459881	Neural animation layering for synthesizing martial arts movements	TOG 2021	52907443	820987	820987
obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2025/HRM_2Avatar_High_Fidelity_Real_Time_Mobile_Avatars_from_Monocular_Phone_Scans.pdf	https://dl.acm.org/doi/pdf/10.1145/3757377.3763894	HRM^2Avatar: High-Fidelity Real-Time Mobile Avatars from Monocular Phone Scans	SIGGRAPH ASIA 2025	52848798	1268830	1268830
obsidian-vault/paperPDFs/CVPR_2025/MotiF_Making_Text_Count_in_Image_Animation_with_Motion_Focal_Loss.pdf	https://arxiv.org/abs/2412.16153	MotiF: Making Text Count in Image Animation with Motion Focal Loss	CVPR 2025	52762627	1247398	1247398
obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2024/Medial_Skeletal_Diagram_A_Generalized_Medial_Axis_Approach_for_3D_Shape_Representation.pdf	https://gmh14.github.io/medial-skeletal-diagram/	Medial Skeletal Diagram: A Generalized Medial Axis Approach for 3D Shape Representation	SIGGRAPH ASIA 2024	52660425	2416562	2416562
obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2025/AD_GS_Alternating_Densification_for_Sparse_Input_3D_Gaussian_Splatting.pdf	https://dl.acm.org/doi/pdf/10.1145/3757377.3763993	AD-GS: Alternating Densification for Sparse-Input 3D Gaussian Splatting	SIGGRAPH ASIA 2025	52602473	1026688	1026688
obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2025/Vertex_Features_for_Neural_Global_Illumination.pdf	https://dl.acm.org/doi/pdf/10.1145/3757377.3763826	Vertex Features for Neural Global Illumination	SIGGRAPH ASIA 2025	52463680	933984	933984
obsidian-vault/paperPDFs/SIGGRAPH_2022/Local_Anatomically_Constrained_Facial_Performance_Retargeting.pdf	https://studios.disneyresearch.com/2022/07/24/local-anatomically-constrained-facial-performance-retargeting/	Local Anatomically Constrained Facial Performance Retargeting	SIGGRAPH 2022	52335891	819414	819414
obsidian-vault/paperPDFs/CVPR_2026/Selfi_Self_improving_Reconstruction_Engine_via_3D_Geometric_Feature_Alignment.pdf	https://arxiv.org/abs/2512.08930	Selfi: Self-improving Reconstruction Engine via 3D Geometric Feature Alignment	CVPR 2026	52329513	1863269	1863269
obsidian-vault/paperPDFs/SIGGRAPH_2024/Ray_Tracing_Harmonic_Functions.pdf	https://dl.acm.org/doi/pdf/10.1145/3658201	Ray Tracing Harmonic Functions	SIGGRAPH 2024	52176551	1754617	1754617
obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2025/Generating_360_Video_is_What_You_Need_For_a_3D_Scene.pdf	https://dl.acm.org/doi/pdf/10.1145/3757377.3763876	Generating 360° Video is What You Need For a 3D Scene	SIGGRAPH ASIA 2025	52174981	1307273	1307273
obsidian-vault/paperPDFs/SIGGRAPH_2025/Stroke_Transfer_for_Participating_Media.pdf	https://dl.acm.org/doi/pdf/10.1145/3721238.3730603	Stroke Transfer for Participating Media	SIGGRAPH 2025	52106120	1392721	1392721
obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2025/CrossGen_Learning_and_Generating_Cross_Fields_for_Quad_Meshing.pdf	https://dl.acm.org/doi/pdf/10.1145/3763299	CrossGen: Learning and Generating Cross Fields for Quad Meshing	SIGGRAPH ASIA 2025	52004924	1423813	1423813
obsidian-vault/paperPDFs/SIGGRAPH_2024/A_Vortex_Particle_on_mesh_Method_for_Soap_Film_Simulation.pdf	https://doi.org/10.1145/3658165	A Vortex Particle-on-mesh Method for Soap Film Simulation	SIGGRAPH 2024	51989328	1335225	1335225
obsidian-vault/paperPDFs/SIGGRAPH_2025/Streaming_Aware_Neural_Monte_Carlo_Rendering_Framework_with_Unified_Denoising_Compression_and_Client_Collaboration.pdf	https://dl.acm.org/doi/pdf/10.1145/3730879	Streaming-Aware Neural Monte Carlo Rendering Framework with Unified Denoising-Compression and Client Collaboration	SIGGRAPH 2025	51929261	1160093	1160093
obsidian-vault/paperPDFs/SIGGRAPH_2023/Materialistic_Selecting_Similar_Materials_in_Images.pdf	https://prafullsharma.net/materialistic/	Materialistic: Selecting Similar Materials in Images	SIGGRAPH 2023	51753534	1018873	1018873
obsidian-vault/paperPDFs/SIGGRAPH_2023/Spectral_Coarsening_With_Hodge_Laplacians.pdf	https://doi.org/10.1145/3588432.3591544	Spectral Coarsening With Hodge Laplacians	SIGGRAPH 2023	51730599	5022030	5022030
obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2025/Fast_Galerkin_Multigrid_Method_for_Unstructured_Meshes.pdf	https://dl.acm.org/doi/pdf/10.1145/3763327	Fast Galerkin Multigrid Method for Unstructured Meshes	SIGGRAPH ASIA 2025	51696058	709867	709867
obsidian-vault/paperPDFs/SIGGRAPH_2022/SofGAN_A_Portrait_Image_Generator_With_Dynamic_Styling.pdf	https://doi.org/10.1145/3470848	SofGAN: A Portrait Image Generator With Dynamic Styling	SIGGRAPH 2022	51596071	2674051	2674051
obsidian-vault/paperPDFs/SIGGRAPH_2024/Theory_of_Human_Tetrachromatic_Color_Experience_and_Printing.pdf	https://imjal.github.io/theory-of-tetrachromacy/	Theory of Human Tetrachromatic Color Experience and Printing	SIGGRAPH 2024	51462674	994931	994931
obsidian-vault/paperPDFs/SIGGRAPH_2023/Neural_Parametric_Mixtures_for_Path_Guiding.pdf	https://dl.acm.org/doi/pdf/10.1145/3588432.3591533	Neural Parametric Mixtures for Path Guiding	SIGGRAPH 2023	51459418	1741466	1741466
obsidian-vault/paperPDFs/SIGGRAPH_2024/Adaptive_Grid_Generation_for_Discretizing_Implicit_Complexes.pdf	https://doi.org/10.1145/3658215	Adaptive Grid Generation for Discretizing Implicit Complexes	SIGGRAPH 2024	51427615	1278599	1278599
obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2025/Chapper_Carvable_Hull_and_Pack_for_Subtractive_Manufacturing.pdf	https://dl.acm.org/doi/pdf/10.1145/3763314	Chapper: Carvable Hull-and-Pack for Subtractive Manufacturing	SIGGRAPH ASIA 2025	51384136	1024435	1024435
obsidian-vault/paperPDFs/SIGGRAPH_2023/Juxtaform_Interactive_Visual_Summarization_for_Exploratory_Shape_Design.pdf	https://www.dgp.toronto.edu/projects/juxtaform/	Juxtaform: Interactive Visual Summarization for Exploratory Shape Design	SIGGRAPH 2023	51366199	686497	686497
obsidian-vault/paperPDFs/SIGGRAPH_2026/Composing_People_Together_Iterative_Pose_Image_Generation_for_Multi_Person_Interaction_Scenes.pdf	https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_753&sess=sess152	Composing People Together: Iterative Pose-Image Generation for Multi-Person Interaction Scenes	SIGGRAPH 2026	51280129	1464257	1464257
obsidian-vault/paperPDFs/SIGGRAPH_2024/Lagrangian_Covector_Fluid_With_Free_Surface.pdf	https://doi.org/10.1145/3641519.3657514	Lagrangian Covector Fluid With Free Surface	SIGGRAPH 2024	51279451	1154966	1154966
obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2024/Appearance_Modeling_of_Iridescent_Feathers_with_Diverse_Nanostructures.pdf	https://dl.acm.org/doi/pdf/10.1145/3687983	Appearance Modeling of Iridescent Feathers with Diverse Nanostructures	SIGGRAPH ASIA 2024	51252525	1518059	1518059
obsidian-vault/paperPDFs/SIGGRAPH_2025/In_Search_of_Empty_Spheres_3D_Apollonius_Diagrams_on_GPU.pdf	https://dl.acm.org/doi/pdf/10.1145/3730868	In Search of Empty Spheres: 3D Apollonius Diagrams on GPU	SIGGRAPH 2025	51028997	1370241	1370241
obsidian-vault/paperPDFs/SIGGRAPH_2023/Differentiable_Heightfield_Path_Tracing_With_Accelerated_Discontinuities.pdf	https://dl.acm.org/doi/pdf/10.1145/3588432.3591530	Differentiable Heightfield Path Tracing With Accelerated Discontinuities	SIGGRAPH 2023	51001231	926683	926683
obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2022/Neural_Photo_Finishing.pdf	https://light.princeton.edu/publication/neural-photo-finishing/	Neural Photo-Finishing	SIGGRAPH ASIA 2022	51001082	1475479	1475479
obsidian-vault/paperPDFs/CVPR_2026/Scaling_View_Synthesis_Transformers.pdf	https://arxiv.org/abs/2602.21341	Scaling View Synthesis Transformers	CVPR 2026	50952424	2211649	2211649
obsidian-vault/paperPDFs/ICLR_2026/Dens3R_A_Foundation_Model_for_3D_Geometry_Prediction.pdf	https://openreview.net/forum?id=kxVjQhkAWz	Dens3R: A Foundation Model for 3D Geometry Prediction	ICLR 2026	50949703	1563784	1563784
obsidian-vault/paperPDFs/CVPR_2026/Do_You_See_What_I_Am_Pointing_At_Gesture_Based_Egocentric_Video_Question_Answering.pdf	https://arxiv.org/abs/2603.12533	Do You See What I Am Pointing At? Gesture-Based Egocentric Video Question Answering	CVPR 2026	50875689	3360283	3360283
obsidian-vault/paperPDFs/ICLR_2026/A_Rich_Knowledge_Space_for_Scalable_Deepfake_Detection.pdf	https://openreview.net/forum?id=hNd5L7WnjC	A Rich Knowledge Space for Scalable Deepfake Detection	ICLR 2026	50875329	1650444	1650444
obsidian-vault/paperPDFs/SIGGRAPH_2024/ConceptLab_Creative_Concept_Generation_using_VLM_Guided_Diffusion_Prior_Constraints.pdf	https://doi.org/10.1145/3659578	ConceptLab: Creative Concept Generation using VLM-Guided Diffusion Prior Constraints	SIGGRAPH 2024	50832495	1993120	1993120
obsidian-vault/paperPDFs/SIGGRAPH_2025/InstanceGen_Image_Generation_with_Instance-level_Instructions.pdf	http://arxiv.org/abs/2505.05678	InstanceGen: Image Generation with Instance-level Instructions	SIGGRAPH 2025	50816708	1157170	1157170
obsidian-vault/paperPDFs/SIGGRAPH_ASIA_2024/Dynamic_Skeletonization_via_Variational_Medial_Axis_Sampling.pdf	https://huang46u.github.io/VMAS/	Dynamic Skeletonization via Variational Medial Axis Sampling	SIGGRAPH ASIA 2024	50748531	1080675	1080675
obsidian-vault/paperPDFs/ICLR_2026/Trace_Anything_Representing_Any_Video_in_4D_via_Trajectory_Fields_c3173ca21ca2.pdf	https://openreview.net/forum?id=BqaChqppVh	Trace Anything: Representing Any Video in 4D via Trajectory Fields	ICLR 2026	50738339	2391279	2391279
