paper_list_line,venue,paper_title,note,attempts
4817,SIGGRAPH ASIA 2023,Explorable Mesh Deformation Subspaces from Unstructured 3D Generative Models,crossref_skipped,"[{""url"": ""https://asia.siggraph.org/2023/?post_type=page&p=14494&id=papers_535&sess=sess150"", ""source"": ""csv:paper_link"", ""result"": ""landing:html"", ""extracted"": ""3"", ""dois"": """"}, {""url"": ""https://asia.siggraph.org/2023/images/pdfs/SIGGRAPH_Asia_2023_Awards_Winners.pdf"", ""source"": ""html:a"", ""result"": ""title_score:0.33:content_type=application/pdf""}, {""url"": ""https://asia.siggraph.org/2023/images/pdfs/SA23-Exhibition-Sponsorship.pdf"", ""source"": ""html:a"", ""result"": ""title_score:0.21:content_type=application/pdf""}, {""url"": ""https://siggraph.ifdemo.com/2023/images/pdfs/SA23-Exhibition-Sponsorship.pdf"", ""source"": ""html:a"", ""result"": ""title_score:0.21:content_type=application/pdf""}, {""url"": """", ""source"": ""arxiv:title_search"", ""result"": ""arxiv_no_match:0.00:""}, {""url"": """", ""source"": ""crossref:title_search"", ""result"": ""crossref_skipped""}]"
4819,SIGGRAPH ASIA 2023,ExtraSS: A Framework for Joint Spatial Super Sampling and Frame Extrapolation,crossref_skipped,"[{""url"": ""https://asia.siggraph.org/2023/?post_type=page&p=14494&id=papers_744&sess=sess155"", ""source"": ""csv:paper_link"", ""result"": ""landing:html"", ""extracted"": ""3"", ""dois"": """"}, {""url"": ""https://asia.siggraph.org/2023/images/pdfs/SIGGRAPH_Asia_2023_Awards_Winners.pdf"", ""source"": ""html:a"", ""result"": ""title_score:0.37:content_type=application/pdf""}, {""url"": ""https://asia.siggraph.org/2023/images/pdfs/SA23-Exhibition-Sponsorship.pdf"", ""source"": ""html:a"", ""result"": ""title_score:0.23:content_type=application/pdf""}, {""url"": ""https://siggraph.ifdemo.com/2023/images/pdfs/SA23-Exhibition-Sponsorship.pdf"", ""source"": ""html:a"", ""result"": ""title_score:0.23:content_type=application/pdf""}, {""url"": """", ""source"": ""arxiv:title_search"", ""result"": ""arxiv_no_match:0.00:""}, {""url"": """", ""source"": ""crossref:title_search"", ""result"": ""crossref_skipped""}]"
4844,SIGGRAPH ASIA 2023,Intrinsic Harmonization for Illumination-Aware Image Compositing,crossref_skipped,"[{""url"": ""https://asia.siggraph.org/2023/?post_type=page&p=14494&id=papers_458&sess=sess156"", ""source"": ""csv:paper_link"", ""result"": ""landing:html"", ""extracted"": ""3"", ""dois"": """"}, {""url"": ""https://asia.siggraph.org/2023/images/pdfs/SIGGRAPH_Asia_2023_Awards_Winners.pdf"", ""source"": ""html:a"", ""result"": ""title_score:0.44:content_type=application/pdf""}, {""url"": ""https://asia.siggraph.org/2023/images/pdfs/SA23-Exhibition-Sponsorship.pdf"", ""source"": ""html:a"", ""result"": ""title_score:0.24:content_type=application/pdf""}, {""url"": ""https://siggraph.ifdemo.com/2023/images/pdfs/SA23-Exhibition-Sponsorship.pdf"", ""source"": ""html:a"", ""result"": ""title_score:0.24:content_type=application/pdf""}, {""url"": """", ""source"": ""arxiv:title_search"", ""result"": ""arxiv_no_match:0.00:""}, {""url"": """", ""source"": ""crossref:title_search"", ""result"": ""crossref_skipped""}]"
4848,SIGGRAPH ASIA 2023,Learning Contact Deformations with General Collider Descriptors,crossref_skipped,"[{""url"": ""https://asia.siggraph.org/2023/?post_type=page&p=14494&id=papers_785&sess=sess151"", ""source"": ""csv:paper_link"", ""result"": ""landing:html"", ""extracted"": ""3"", ""dois"": """"}, {""url"": ""https://asia.siggraph.org/2023/images/pdfs/SIGGRAPH_Asia_2023_Awards_Winners.pdf"", ""source"": ""html:a"", ""result"": ""title_score:0.40:content_type=application/pdf""}, {""url"": ""https://asia.siggraph.org/2023/images/pdfs/SA23-Exhibition-Sponsorship.pdf"", ""source"": ""html:a"", ""result"": ""title_score:0.25:content_type=application/pdf""}, {""url"": ""https://siggraph.ifdemo.com/2023/images/pdfs/SA23-Exhibition-Sponsorship.pdf"", ""source"": ""html:a"", ""result"": ""title_score:0.25:content_type=application/pdf""}, {""url"": """", ""source"": ""arxiv:title_search"", ""result"": ""arxiv_no_match:0.00:""}, {""url"": """", ""source"": ""crossref:title_search"", ""result"": ""crossref_skipped""}]"
4853,SIGGRAPH ASIA 2023,Light-Efficient Holographic Illumination for Continuous-Wave Time-of-Flight Imaging,crossref_skipped,"[{""url"": ""https://asia.siggraph.org/2023/?post_type=page&p=14494&id=papers_285&sess=sess138"", ""source"": ""csv:paper_link"", ""result"": ""landing:html"", ""extracted"": ""3"", ""dois"": """"}, {""url"": ""https://asia.siggraph.org/2023/images/pdfs/SIGGRAPH_Asia_2023_Awards_Winners.pdf"", ""source"": ""html:a"", ""result"": ""title_score:0.33:content_type=application/pdf""}, {""url"": ""https://asia.siggraph.org/2023/images/pdfs/SA23-Exhibition-Sponsorship.pdf"", ""source"": ""html:a"", ""result"": ""title_score:0.17:content_type=application/pdf""}, {""url"": ""https://siggraph.ifdemo.com/2023/images/pdfs/SA23-Exhibition-Sponsorship.pdf"", ""source"": ""html:a"", ""result"": ""title_score:0.17:content_type=application/pdf""}, {""url"": """", ""source"": ""arxiv:title_search"", ""result"": ""arxiv_no_match:0.00:""}, {""url"": """", ""source"": ""crossref:title_search"", ""result"": ""crossref_skipped""}]"
4872,SIGGRAPH ASIA 2023,Neural Cache for Monte Carlo Partial Differential Equation Solver,crossref_skipped,"[{""url"": ""https://asia.siggraph.org/2023/?post_type=page&p=14494&id=papers_194&sess=sess145"", ""source"": ""csv:paper_link"", ""result"": ""landing:html"", ""extracted"": ""3"", ""dois"": """"}, {""url"": ""https://asia.siggraph.org/2023/images/pdfs/SIGGRAPH_Asia_2023_Awards_Winners.pdf"", ""source"": ""html:a"", ""result"": ""title_score:0.35:content_type=application/pdf""}, {""url"": ""https://asia.siggraph.org/2023/images/pdfs/SA23-Exhibition-Sponsorship.pdf"", ""source"": ""html:a"", ""result"": ""title_score:0.21:content_type=application/pdf""}, {""url"": ""https://siggraph.ifdemo.com/2023/images/pdfs/SA23-Exhibition-Sponsorship.pdf"", ""source"": ""html:a"", ""result"": ""title_score:0.21:content_type=application/pdf""}, {""url"": """", ""source"": ""arxiv:title_search"", ""result"": ""arxiv_no_match:0.00:""}, {""url"": """", ""source"": ""crossref:title_search"", ""result"": ""crossref_skipped""}]"
4859,SIGGRAPH ASIA 2023,MCNeRF: Monte Carlo Rendering and Denoising for Real-Time NeRFs,crossref_skipped,"[{""url"": ""https://asia.siggraph.org/2023/?post_type=page&p=14494&id=papers_729&sess=sess154"", ""source"": ""csv:paper_link"", ""result"": ""landing:html"", ""extracted"": ""3"", ""dois"": """"}, {""url"": ""https://asia.siggraph.org/2023/images/pdfs/SIGGRAPH_Asia_2023_Awards_Winners.pdf"", ""source"": ""html:a"", ""result"": ""title_score:0.40:content_type=application/pdf""}, {""url"": ""https://asia.siggraph.org/2023/images/pdfs/SA23-Exhibition-Sponsorship.pdf"", ""source"": ""html:a"", ""result"": ""title_score:0.33:content_type=application/pdf""}, {""url"": ""https://siggraph.ifdemo.com/2023/images/pdfs/SA23-Exhibition-Sponsorship.pdf"", ""source"": ""html:a"", ""result"": ""title_score:0.33:content_type=application/pdf""}, {""url"": """", ""source"": ""arxiv:title_search"", ""result"": ""arxiv_no_match:0.00:""}, {""url"": """", ""source"": ""crossref:title_search"", ""result"": ""crossref_skipped""}]"
4877,SIGGRAPH ASIA 2023,Neural Motion Graph,crossref_skipped,"[{""url"": ""https://asia.siggraph.org/2023/?post_type=page&p=14494&id=papers_486&sess=sess166"", ""source"": ""csv:paper_link"", ""result"": ""landing:html"", ""extracted"": ""3"", ""dois"": """"}, {""url"": ""https://asia.siggraph.org/2023/images/pdfs/SIGGRAPH_Asia_2023_Awards_Winners.pdf"", ""source"": ""html:a"", ""result"": ""title_score:0.42:content_type=application/pdf""}, {""url"": ""https://asia.siggraph.org/2023/images/pdfs/SA23-Exhibition-Sponsorship.pdf"", ""source"": ""html:a"", ""result"": ""title_score:0.41:content_type=application/pdf""}, {""url"": ""https://siggraph.ifdemo.com/2023/images/pdfs/SA23-Exhibition-Sponsorship.pdf"", ""source"": ""html:a"", ""result"": ""title_score:0.41:content_type=application/pdf""}, {""url"": """", ""source"": ""arxiv:title_search"", ""result"": ""arxiv_no_match:0.00:""}, {""url"": """", ""source"": ""crossref:title_search"", ""result"": ""crossref_skipped""}]"
4884,SIGGRAPH ASIA 2023,NodeGit: Diffing and Merging Node Graphs,crossref_skipped,"[{""url"": ""https://asia.siggraph.org/2023/?post_type=page&p=14494&id=papers_347&sess=sess136"", ""source"": ""csv:paper_link"", ""result"": ""landing:html"", ""extracted"": ""3"", ""dois"": """"}, {""url"": ""https://asia.siggraph.org/2023/images/pdfs/SIGGRAPH_Asia_2023_Awards_Winners.pdf"", ""source"": ""html:a"", ""result"": ""title_score:0.38:content_type=application/pdf""}, {""url"": ""https://asia.siggraph.org/2023/images/pdfs/SA23-Exhibition-Sponsorship.pdf"", ""source"": ""html:a"", ""result"": ""title_score:0.32:content_type=application/pdf""}, {""url"": ""https://siggraph.ifdemo.com/2023/images/pdfs/SA23-Exhibition-Sponsorship.pdf"", ""source"": ""html:a"", ""result"": ""title_score:0.32:content_type=application/pdf""}, {""url"": """", ""source"": ""arxiv:title_search"", ""result"": ""arxiv_no_match:0.00:""}, {""url"": """", ""source"": ""crossref:title_search"", ""result"": ""crossref_skipped""}]"
4857,SIGGRAPH ASIA 2023,Lock-free Vertex Clustering for Multicore Mesh Reduction,crossref_skipped,"[{""url"": ""https://asia.siggraph.org/2023/?post_type=page&p=14494&id=papers_816&sess=sess149"", ""source"": ""csv:paper_link"", ""result"": ""landing:html"", ""extracted"": ""3"", ""dois"": """"}, {""url"": ""https://asia.siggraph.org/2023/images/pdfs/SIGGRAPH_Asia_2023_Awards_Winners.pdf"", ""source"": ""html:a"", ""result"": ""title_score:0.37:content_type=application/pdf""}, {""url"": ""https://asia.siggraph.org/2023/images/pdfs/SA23-Exhibition-Sponsorship.pdf"", ""source"": ""html:a"", ""result"": ""title_score:0.32:content_type=application/pdf""}, {""url"": ""https://siggraph.ifdemo.com/2023/images/pdfs/SA23-Exhibition-Sponsorship.pdf"", ""source"": ""html:a"", ""result"": ""title_score:0.32:content_type=application/pdf""}, {""url"": """", ""source"": ""arxiv:title_search"", ""result"": ""arxiv_no_match:0.00:""}, {""url"": """", ""source"": ""crossref:title_search"", ""result"": ""crossref_skipped""}]"
4895,SIGGRAPH ASIA 2023,Pose and Skeleton-aware Neural IK for Pose and Motion Editing,crossref_skipped,"[{""url"": ""https://asia.siggraph.org/2023/?post_type=page&p=14494&id=papers_712&sess=sess165"", ""source"": ""csv:paper_link"", ""result"": ""landing:html"", ""extracted"": ""3"", ""dois"": """"}, {""url"": ""https://asia.siggraph.org/2023/images/pdfs/SIGGRAPH_Asia_2023_Awards_Winners.pdf"", ""source"": ""html:a"", ""result"": ""title_score:0.39:content_type=application/pdf""}, {""url"": ""https://asia.siggraph.org/2023/images/pdfs/SA23-Exhibition-Sponsorship.pdf"", ""source"": ""html:a"", ""result"": ""title_score:0.27:content_type=application/pdf""}, {""url"": ""https://siggraph.ifdemo.com/2023/images/pdfs/SA23-Exhibition-Sponsorship.pdf"", ""source"": ""html:a"", ""result"": ""title_score:0.27:content_type=application/pdf""}, {""url"": """", ""source"": ""arxiv:title_search"", ""result"": ""arxiv_no_match:0.00:""}, {""url"": """", ""source"": ""crossref:title_search"", ""result"": ""crossref_skipped""}]"
4886,SIGGRAPH ASIA 2023,Nonlinear Ray Tracing for Displacement and Shell Mapping,crossref_skipped,"[{""url"": ""https://asia.siggraph.org/2023/?post_type=page&p=14494&id=papers_575&sess=sess155"", ""source"": ""csv:paper_link"", ""result"": ""landing:html"", ""extracted"": ""3"", ""dois"": """"}, {""url"": ""https://asia.siggraph.org/2023/images/pdfs/SIGGRAPH_Asia_2023_Awards_Winners.pdf"", ""source"": ""html:a"", ""result"": ""title_score:0.38:content_type=application/pdf""}, {""url"": ""https://asia.siggraph.org/2023/images/pdfs/SA23-Exhibition-Sponsorship.pdf"", ""source"": ""html:a"", ""result"": ""title_score:0.35:content_type=application/pdf""}, {""url"": ""https://siggraph.ifdemo.com/2023/images/pdfs/SA23-Exhibition-Sponsorship.pdf"", ""source"": ""html:a"", ""result"": ""title_score:0.35:content_type=application/pdf""}, {""url"": """", ""source"": ""arxiv:title_search"", ""result"": ""arxiv_no_match:0.00:""}, {""url"": """", ""source"": ""crossref:title_search"", ""result"": ""crossref_skipped""}]"
4898,SIGGRAPH ASIA 2023,Progressive Shell Quasistatics for Unstructured Meshes,crossref_skipped,"[{""url"": ""https://asia.siggraph.org/2023/?post_type=page&p=14494&id=papers_731&sess=sess141"", ""source"": ""csv:paper_link"", ""result"": ""landing:html"", ""extracted"": ""3"", ""dois"": """"}, {""url"": ""https://asia.siggraph.org/2023/images/pdfs/SIGGRAPH_Asia_2023_Awards_Winners.pdf"", ""source"": ""html:a"", ""result"": ""title_score:0.40:content_type=application/pdf""}, {""url"": ""https://asia.siggraph.org/2023/images/pdfs/SA23-Exhibition-Sponsorship.pdf"", ""source"": ""html:a"", ""result"": ""title_score:0.24:content_type=application/pdf""}, {""url"": ""https://siggraph.ifdemo.com/2023/images/pdfs/SA23-Exhibition-Sponsorship.pdf"", ""source"": ""html:a"", ""result"": ""title_score:0.24:content_type=application/pdf""}, {""url"": """", ""source"": ""arxiv:title_search"", ""result"": ""arxiv_no_match:0.00:""}, {""url"": """", ""source"": ""crossref:title_search"", ""result"": ""crossref_skipped""}]"
4902,SIGGRAPH ASIA 2023,RT-Octree: Accelerate PlenOctree Rendering with Batched Regular Tracking and Neural Denoising for Real-time Neural Radiance Fields,crossref_skipped,"[{""url"": ""https://asia.siggraph.org/2023/?post_type=page&p=14494&id=papers_670&sess=sess154"", ""source"": ""csv:paper_link"", ""result"": ""landing:html"", ""extracted"": ""3"", ""dois"": """"}, {""url"": ""https://asia.siggraph.org/2023/images/pdfs/SIGGRAPH_Asia_2023_Awards_Winners.pdf"", ""source"": ""html:a"", ""result"": ""title_score:0.32:content_type=application/pdf""}, {""url"": ""https://asia.siggraph.org/2023/images/pdfs/SA23-Exhibition-Sponsorship.pdf"", ""source"": ""html:a"", ""result"": ""title_score:0.18:content_type=application/pdf""}, {""url"": ""https://siggraph.ifdemo.com/2023/images/pdfs/SA23-Exhibition-Sponsorship.pdf"", ""source"": ""html:a"", ""result"": ""title_score:0.18:content_type=application/pdf""}, {""url"": """", ""source"": ""arxiv:title_search"", ""result"": ""arxiv_no_match:0.00:""}, {""url"": """", ""source"": ""crossref:title_search"", ""result"": ""crossref_skipped""}]"
4921,SIGGRAPH ASIA 2023,Second-Order Finite Elements for Deformable Surfaces,crossref_skipped,"[{""url"": ""https://asia.siggraph.org/2023/?post_type=page&p=14494&id=papers_519&sess=sess171"", ""source"": ""csv:paper_link"", ""result"": ""landing:html"", ""extracted"": ""3"", ""dois"": """"}, {""url"": ""https://asia.siggraph.org/2023/images/pdfs/SIGGRAPH_Asia_2023_Awards_Winners.pdf"", ""source"": ""html:a"", ""result"": ""title_score:0.38:content_type=application/pdf""}, {""url"": ""https://asia.siggraph.org/2023/images/pdfs/SA23-Exhibition-Sponsorship.pdf"", ""source"": ""html:a"", ""result"": ""title_score:0.26:content_type=application/pdf""}, {""url"": ""https://siggraph.ifdemo.com/2023/images/pdfs/SA23-Exhibition-Sponsorship.pdf"", ""source"": ""html:a"", ""result"": ""title_score:0.26:content_type=application/pdf""}, {""url"": """", ""source"": ""arxiv:title_search"", ""result"": ""arxiv_no_match:0.00:""}, {""url"": """", ""source"": ""crossref:title_search"", ""result"": ""crossref_skipped""}]"
4854,SIGGRAPH ASIA 2023,LitNeRF: Intrinsic Radiance Decomposition for High-Quality View Synthesis and Relighting of Faces,crossref_skipped,"[{""url"": ""https://asia.siggraph.org/2023/?post_type=page&p=14494&id=papers_646&sess=sess127"", ""source"": ""csv:paper_link"", ""result"": ""landing:html"", ""extracted"": ""3"", ""dois"": """"}, {""url"": ""https://asia.siggraph.org/2023/images/pdfs/SIGGRAPH_Asia_2023_Awards_Winners.pdf"", ""source"": ""html:a"", ""result"": ""title_score:0.40:content_type=application/pdf""}, {""url"": ""https://asia.siggraph.org/2023/images/pdfs/SA23-Exhibition-Sponsorship.pdf"", ""source"": ""html:a"", ""result"": ""title_score:0.22:content_type=application/pdf""}, {""url"": ""https://siggraph.ifdemo.com/2023/images/pdfs/SA23-Exhibition-Sponsorship.pdf"", ""source"": ""html:a"", ""result"": ""error:ConnectionError:HTTPSConnectionPool(host='siggraph.ifdemo.com', port=443): Read timed out.""}, {""url"": """", ""source"": ""arxiv:title_search"", ""result"": ""arxiv_no_match:0.00:""}, {""url"": """", ""source"": ""crossref:title_search"", ""result"": ""crossref_skipped""}]"
4909,SIGGRAPH ASIA 2023,ReparamCAD: Zero-shot CAD Re-Parameterization for Interactive Manipulation,crossref_skipped,"[{""url"": ""https://asia.siggraph.org/2023/?post_type=page&p=14494&id=papers_720&sess=sess150"", ""source"": ""csv:paper_link"", ""result"": ""landing:html"", ""extracted"": ""3"", ""dois"": """"}, {""url"": ""https://asia.siggraph.org/2023/images/pdfs/SIGGRAPH_Asia_2023_Awards_Winners.pdf"", ""source"": ""html:a"", ""result"": ""title_score:0.46:content_type=application/pdf""}, {""url"": ""https://asia.siggraph.org/2023/images/pdfs/SA23-Exhibition-Sponsorship.pdf"", ""source"": ""html:a"", ""result"": ""title_score:0.20:content_type=application/pdf""}, {""url"": ""https://siggraph.ifdemo.com/2023/images/pdfs/SA23-Exhibition-Sponsorship.pdf"", ""source"": ""html:a"", ""result"": ""title_score:0.20:content_type=application/pdf""}, {""url"": """", ""source"": ""arxiv:title_search"", ""result"": ""arxiv_no_match:0.00:""}, {""url"": """", ""source"": ""crossref:title_search"", ""result"": ""crossref_skipped""}]"
4915,SIGGRAPH ASIA 2023,SFLSH: Shape-Dependent Soft-Flesh Avatars,crossref_skipped,"[{""url"": ""https://asia.siggraph.org/2023/?post_type=page&p=14494&id=papers_875&sess=sess166"", ""source"": ""csv:paper_link"", ""result"": ""landing:html"", ""extracted"": ""3"", ""dois"": """"}, {""url"": ""https://asia.siggraph.org/2023/images/pdfs/SIGGRAPH_Asia_2023_Awards_Winners.pdf"", ""source"": ""html:a"", ""result"": ""title_score:0.38:content_type=application/pdf""}, {""url"": ""https://asia.siggraph.org/2023/images/pdfs/SA23-Exhibition-Sponsorship.pdf"", ""source"": ""html:a"", ""result"": ""title_score:0.31:content_type=application/pdf""}, {""url"": ""https://siggraph.ifdemo.com/2023/images/pdfs/SA23-Exhibition-Sponsorship.pdf"", ""source"": ""html:a"", ""result"": ""title_score:0.31:content_type=application/pdf""}, {""url"": """", ""source"": ""arxiv:title_search"", ""result"": ""arxiv_no_match:0.00:""}, {""url"": """", ""source"": ""crossref:title_search"", ""result"": ""crossref_skipped""}]"
4937,SIGGRAPH ASIA 2023,Texture Atlas Compression Based on Repeated Content Removal,crossref_skipped,"[{""url"": ""https://asia.siggraph.org/2023/?post_type=page&p=14494&id=papers_252&sess=sess148"", ""source"": ""csv:paper_link"", ""result"": ""landing:html"", ""extracted"": ""3"", ""dois"": """"}, {""url"": ""https://asia.siggraph.org/2023/images/pdfs/SIGGRAPH_Asia_2023_Awards_Winners.pdf"", ""source"": ""html:a"", ""result"": ""title_score:0.34:content_type=application/pdf""}, {""url"": ""https://asia.siggraph.org/2023/images/pdfs/SA23-Exhibition-Sponsorship.pdf"", ""source"": ""html:a"", ""result"": ""title_score:0.23:content_type=application/pdf""}, {""url"": ""https://siggraph.ifdemo.com/2023/images/pdfs/SA23-Exhibition-Sponsorship.pdf"", ""source"": ""html:a"", ""result"": ""title_score:0.23:content_type=application/pdf""}, {""url"": """", ""source"": ""arxiv:title_search"", ""result"": ""arxiv_no_match:0.00:""}, {""url"": """", ""source"": ""crossref:title_search"", ""result"": ""crossref_skipped""}]"
4945,SIGGRAPH ASIA 2023,Transparent Object Reconstruction via Implicit Differentiable Refraction Rendering,crossref_skipped,"[{""url"": ""https://asia.siggraph.org/2023/?post_type=page&p=14494&id=papers_820&sess=sess129"", ""source"": ""csv:paper_link"", ""result"": ""landing:html"", ""extracted"": ""3"", ""dois"": """"}, {""url"": ""https://asia.siggraph.org/2023/images/pdfs/SIGGRAPH_Asia_2023_Awards_Winners.pdf"", ""source"": ""html:a"", ""result"": ""title_score:0.39:content_type=application/pdf""}, {""url"": ""https://asia.siggraph.org/2023/images/pdfs/SA23-Exhibition-Sponsorship.pdf"", ""source"": ""html:a"", ""result"": ""title_score:0.19:content_type=application/pdf""}, {""url"": ""https://siggraph.ifdemo.com/2023/images/pdfs/SA23-Exhibition-Sponsorship.pdf"", ""source"": ""html:a"", ""result"": ""title_score:0.19:content_type=application/pdf""}, {""url"": """", ""source"": ""arxiv:title_search"", ""result"": ""arxiv_no_match:0.00:""}, {""url"": """", ""source"": ""crossref:title_search"", ""result"": ""crossref_skipped""}]"
4990,SIGGRAPH ASIA 2024,COMFI: A Calibrated Observer Metameric Failure Index for Color Critical Tasks,crossref_skipped,"[{""url"": ""https://asia.siggraph.org/2024/presentation/?id=papers_1237&sess=sess223"", ""source"": ""csv:paper_link"", ""result"": ""landing:html"", ""extracted"": ""0"", ""dois"": """"}, {""url"": ""https://github.com/robwanat/COMFI/"", ""source"": ""csv:project_link_or_github_link"", ""result"": ""landing:html"", ""extracted"": ""0"", ""dois"": """"}, {""url"": """", ""source"": ""arxiv:title_search"", ""result"": ""arxiv_no_match:0.00:""}, {""url"": """", ""source"": ""crossref:title_search"", ""result"": ""crossref_skipped""}]"
4894,SIGGRAPH ASIA 2023,Perceptually Adaptive Real-Time Tone Mapping,crossref_skipped,"[{""url"": ""https://asia.siggraph.org/2023/?post_type=page&p=14494&id=papers_734&sess=sess126"", ""source"": ""csv:paper_link"", ""result"": ""landing:html"", ""extracted"": ""3"", ""dois"": """"}, {""url"": ""https://asia.siggraph.org/2023/images/pdfs/SIGGRAPH_Asia_2023_Awards_Winners.pdf"", ""source"": ""html:a"", ""result"": ""title_score:0.42:content_type=application/pdf""}, {""url"": ""https://asia.siggraph.org/2023/images/pdfs/SA23-Exhibition-Sponsorship.pdf"", ""source"": ""html:a"", ""result"": ""title_score:0.31:content_type=application/pdf""}, {""url"": ""https://siggraph.ifdemo.com/2023/images/pdfs/SA23-Exhibition-Sponsorship.pdf"", ""source"": ""html:a"", ""result"": ""title_score:0.31:content_type=application/pdf""}, {""url"": """", ""source"": ""arxiv:title_search"", ""result"": ""arxiv_no_match:0.00:""}, {""url"": """", ""source"": ""crossref:title_search"", ""result"": ""crossref_skipped""}]"
5012,SIGGRAPH ASIA 2024,DIScene: Object Decoupling and Interaction Modeling for Complex Scene Generation,crossref_skipped,"[{""url"": ""https://asia.siggraph.org/2024/presentation/?id=papers_306&sess=sess223"", ""source"": ""csv:paper_link"", ""result"": ""landing:html"", ""extracted"": ""0"", ""dois"": """"}, {""url"": """", ""source"": ""arxiv:title_search"", ""result"": ""arxiv_no_match:0.00:""}, {""url"": """", ""source"": ""crossref:title_search"", ""result"": ""crossref_skipped""}]"
5044,SIGGRAPH ASIA 2024,Fabrig: A Cloth-Simulated Transferable 3D Face Parameterization,crossref_skipped,"[{""url"": ""https://asia.siggraph.org/2024/presentation/?id=papers_1197&sess=sess223"", ""source"": ""csv:paper_link"", ""result"": ""landing:html"", ""extracted"": ""0"", ""dois"": """"}, {""url"": """", ""source"": ""arxiv:title_search"", ""result"": ""arxiv_no_match:0.00:""}, {""url"": """", ""source"": ""crossref:title_search"", ""result"": ""crossref_skipped""}]"
4925,SIGGRAPH ASIA 2023,ShapeSonic: Sonifying Fingertip Interactions for Non-Visual Virtual Shape Perception,crossref_skipped,"[{""url"": ""https://asia.siggraph.org/2023/?post_type=page&p=14494&id=papers_938&sess=sess158"", ""source"": ""csv:paper_link"", ""result"": ""landing:html"", ""extracted"": ""3"", ""dois"": """"}, {""url"": ""https://asia.siggraph.org/2023/images/pdfs/SIGGRAPH_Asia_2023_Awards_Winners.pdf"", ""source"": ""html:a"", ""result"": ""title_score:0.38:content_type=application/pdf""}, {""url"": ""https://asia.siggraph.org/2023/images/pdfs/SA23-Exhibition-Sponsorship.pdf"", ""source"": ""html:a"", ""result"": ""title_score:0.24:content_type=application/pdf""}, {""url"": ""https://siggraph.ifdemo.com/2023/images/pdfs/SA23-Exhibition-Sponsorship.pdf"", ""source"": ""html:a"", ""result"": ""title_score:0.24:content_type=application/pdf""}, {""url"": """", ""source"": ""arxiv:title_search"", ""result"": ""arxiv_no_match:0.00:""}, {""url"": """", ""source"": ""crossref:title_search"", ""result"": ""crossref_skipped""}]"
5104,SIGGRAPH ASIA 2024,Measuring Human Motion Under Clothing,crossref_skipped,"[{""url"": ""https://asia.siggraph.org/2024/presentation/?id=papers_1244&sess=sess223"", ""source"": ""csv:paper_link"", ""result"": ""landing:html"", ""extracted"": ""0"", ""dois"": """"}, {""url"": """", ""source"": ""arxiv:title_search"", ""result"": ""arxiv_no_match:0.00:""}, {""url"": """", ""source"": ""crossref:title_search"", ""result"": ""crossref_skipped""}]"
4939,SIGGRAPH ASIA 2023,The effect of display capabilities on the gloss consistency between real and virtual objects,crossref_skipped,"[{""url"": ""https://asia.siggraph.org/2023/?post_type=page&p=14494&id=papers_763&sess=sess134"", ""source"": ""csv:paper_link"", ""result"": ""landing:html"", ""extracted"": ""3"", ""dois"": """"}, {""url"": ""https://asia.siggraph.org/2023/images/pdfs/SIGGRAPH_Asia_2023_Awards_Winners.pdf"", ""source"": ""html:a"", ""result"": ""title_score:0.35:content_type=application/pdf""}, {""url"": ""https://asia.siggraph.org/2023/images/pdfs/SA23-Exhibition-Sponsorship.pdf"", ""source"": ""html:a"", ""result"": ""title_score:0.18:content_type=application/pdf""}, {""url"": ""https://siggraph.ifdemo.com/2023/images/pdfs/SA23-Exhibition-Sponsorship.pdf"", ""source"": ""html:a"", ""result"": ""title_score:0.18:content_type=application/pdf""}, {""url"": """", ""source"": ""arxiv:title_search"", ""result"": ""arxiv_no_match:0.00:""}, {""url"": """", ""source"": ""crossref:title_search"", ""result"": ""crossref_skipped""}]"
5121,SIGGRAPH ASIA 2024,Neural Global Illumination via Superposed Deformable Feature Fields,crossref_skipped,"[{""url"": ""https://asia.siggraph.org/2024/presentation/?id=papers_1007&sess=sess223"", ""source"": ""csv:paper_link"", ""result"": ""landing:html"", ""extracted"": ""0"", ""dois"": """"}, {""url"": """", ""source"": ""arxiv:title_search"", ""result"": ""arxiv_no_match:0.00:""}, {""url"": """", ""source"": ""crossref:title_search"", ""result"": ""crossref_skipped""}]"
5190,SIGGRAPH ASIA 2024,ThermOuch: A Wearable Thermo-Haptic Device for Inducing Pain Sensation in Virtual Reality through Thermal Grill Illusion,crossref_skipped,"[{""url"": ""https://meilab-hk.github.io/projectpages/thermouch.html"", ""source"": ""csv:paper_link"", ""result"": ""landing:html"", ""extracted"": ""0"", ""dois"": """"}, {""url"": """", ""source"": ""arxiv:title_search"", ""result"": ""arxiv_no_match:0.00:""}, {""url"": """", ""source"": ""crossref:title_search"", ""result"": ""crossref_skipped""}]"
5154,SIGGRAPH ASIA 2024,Reconstruct translucent thin objects from photos,crossref_skipped,"[{""url"": ""https://asia.siggraph.org/2024/presentation/?id=papers_220&sess=sess223"", ""source"": ""csv:paper_link"", ""result"": ""landing:html"", ""extracted"": ""0"", ""dois"": """"}, {""url"": """", ""source"": ""arxiv:title_search"", ""result"": ""arxiv_no_match:0.00:""}, {""url"": """", ""source"": ""crossref:title_search"", ""result"": ""crossref_skipped""}]"
